75 1360
1 4 8952
1 5 513
1 9 7298
1 13 2791
1 14 2115
1 15 5894
1 20 3161
1 21 1387
1 22 1300
1 23 309
1 24 1654
1 25 3394
1 26 2428
1 30 7993
1 31 598
1 32 8440
1 33 2049
1 37 8364
1 44 8217
1 47 9113
1 50 8844
1 52 6748
1 56 7199
1 59 8374
1 63 2037
1 64 6399
1 65 8828
1 67 3493
1 69 7369
1 71 9356
2 5 9844
2 6 8101
2 10 1142
2 14 5962
2 16 8899
2 18 989
2 19 3886
2 21 7196
2 24 6864
2 25 1290
2 27 315
2 29 8838
2 30 3747
2 31 7285
2 33 9560
2 35 1160
2 37 5895
2 38 9099
2 40 7295
2 41 4461
2 43 5058
2 44 4874
2 46 1240
2 47 2256
2 48 587
2 51 2910
2 52 1055
2 53 7080
2 54 3143
2 61 456
2 62 4216
2 64 7371
2 65 4241
2 66 468
2 68 8778
2 70 2748
2 72 2855
2 74 1933
3 4 7142
3 5 1935
3 7 293
3 8 229
3 9 7169
3 10 4678
3 11 1696
3 17 5484
3 18 1915
3 19 4420
3 24 7506
3 25 6108
3 27 8564
3 28 3046
3 29 4302
3 30 2543
3 32 4635
3 33 239
3 34 3591
3 35 5061
3 36 7043
3 38 417
3 39 7920
3 41 1691
3 45 1268
3 48 3956
3 49 908
3 51 7153
3 52 6887
3 54 7297
3 58 4427
3 60 4038
3 61 1263
3 63 1870
3 64 4651
3 67 8737
3 68 7768
3 69 4740
3 70 6291
3 71 7185
3 73 8152
3 74 3245
3 75 1339
4 6 1472
4 8 2829
4 10 6443
4 11 5998
4 13 105
4 14 3520
4 15 8523
4 16 6855
4 21 9488
4 25 7260
4 26 7747
4 27 269
4 29 3558
4 31 1307
4 36 8873
4 37 2514
4 38 5210
4 39 9677
4 40 5840
4 45 7504
4 46 3049
4 48 6233
4 49 7982
4 50 7688
4 51 6000
4 55 5980
4 56 9643
4 57 5255
4 60 2781
4 62 7774
4 66 69
4 69 4791
4 71 8257
4 73 246
5 7 4165
5 8 3378
5 9 845
5 12 367
5 14 4922
5 15 6571
5 19 1627
5 21 9367
5 26 3634
5 28 3833
5 32 4619
5 33 803
5 38 1440
5 44 6193
5 47 2158
5 50 2467
5 52 9012
5 54 1700
5 55 5108
5 57 9026
5 58 4355
5 60 685
5 61 9441
5 62 3803
5 66 7569
5 68 385
5 69 8177
5 71 8554
5 72 7677
5 74 2607
6 8 8891
6 12 2062
6 13 420
6 14 6271
6 15 2887
6 16 5034
6 17 5492
6 20 2266
6 22 7884
6 23 6075
6 25 4237
6 27 8746
6 30 4192
6 32 1660
6 36 2636
6 38 5226
6 40 8258
6 45 5684
6 46 6230
6 47 1491
6 48 6047
6 49 4488
6 51 91
6 53 3876
6 54 1452
6 55 3733
6 56 178
6 57 3077
6 58 1763
6 59 4508
6 60 6485
6 63 4380
6 66 1424
6 67 3086
6 68 1557
6 69 2551
6 71 2548
6 72 3999
6 74 3677
7 9 5100
7 11 15
7 23 9979
7 26 9561
7 27 8391
7 28 8224
7 30 6666
7 31 5566
7 33 8705
7 35 8241
7 36 2169
7 37 5078
7 38 4280
7 42 8081
7 44 6213
7 46 6776
7 47 7432
7 49 9325
7 50 6536
7 52 1947
7 53 7639
7 54 5765
7 55 6942
7 56 1127
7 57 7857
7 58 9214
7 59 961
7 60 3033
7 62 9600
7 63 3731
7 65 8273
7 66 8270
7 68 4240
7 70 9154
7 73 1000
8 9 2459
8 11 8637
8 12 4155
8 14 876
8 22 1080
8 23 7393
8 25 4943
8 26 7039
8 28 7507
8 32 4289
8 33 9116
8 35 1524
8 36 5102
8 37 2133
8 38 7100
8 39 6294
8 41 7748
8 44 3951
8 46 8753
8 47 2619
8 49 9444
8 51 272
8 52 3876
8 58 6729
8 59 6937
8 60 4373
8 61 4924
8 62 17
8 63 4710
8 64 8286
8 65 9944
8 66 8028
8 73 3927
8 74 2399
9 11 2254
9 12 3179
9 13 9596
9 14 4989
9 15 4203
9 16 8745
9 20 5433
9 21 5870
9 24 8348
9 28 5603
9 30 1118
9 31 7567
9 37 5526
9 38 6418
9 43 9606
9 44 4535
9 45 7636
9 48 1161
9 52 1403
9 53 2503
9 54 4010
9 57 1238
9 60 7800
9 61 2255
9 63 2901
9 65 5714
9 67 3548
9 69 5434
9 70 809
9 72 5528
9 75 1888
10 14 3563
10 15 2302
10 16 7796
10 17 9964
10 18 8320
10 19 6587
10 20 8415
10 21 776
10 22 6252
10 24 7572
10 25 8952
10 28 4889
10 33 5868
10 34 3799
10 36 5042
10 37 7069
10 39 24
10 40 520
10 41 6491
10 42 1911
10 44 8319
10 45 839
10 46 2013
10 48 428
10 50 2591
10 51 5740
10 53 6760
10 54 2231
10 58 2971
10 61 9759
10 62 3314
10 65 2794
10 71 211
10 72 2531
10 73 8238
10 75 8465
11 13 6069
11 14 7255
11 16 8575
11 17 6076
11 18 2148
11 19 8707
11 20 8574
11 23 5819
11 26 4680
11 28 2202
11 30 5940
11 37 319
11 38 9415
11 39 1561
11 40 2217
11 41 1164
11 42 3918
11 47 9391
11 49 4306
11 51 5319
11 52 6433
11 53 7386
11 55 948
11 57 1524
11 58 9986
11 61 7499
11 63 5869
11 70 7785
11 71 1254
11 73 9247
12 15 7829
12 18 8065
12 19 4585
12 21 7117
12 22 8988
12 27 2942
12 29 2611
12 30 2054
12 33 2831
12 35 4222
12 37 1534
12 38 4415
