75 1383
1 2 1870
1 4 1840
1 7 3550
1 8 2315
1 10 9996
1 11 5534
1 13 3105
1 15 3576
1 17 461
1 23 4605
1 26 5035
1 27 9611
1 29 3435
1 34 349
1 36 6380
1 39 2483
1 40 764
1 41 5019
1 43 5469
1 45 5611
1 47 2877
1 48 7195
1 57 6103
1 63 8291
1 66 4268
1 67 3620
1 70 3070
1 72 4234
1 73 2048
1 74 2829
2 4 8177
2 6 5823
2 8 9256
2 13 6049
2 14 7165
2 16 7245
2 17 6231
2 18 5992
2 20 5589
2 21 2741
2 23 639
2 26 6184
2 27 7722
2 35 4982
2 37 6339
2 38 8873
2 42 1227
2 43 2773
2 45 9798
2 48 7357
2 50 8999
2 52 862
2 55 1219
2 56 2812
2 59 4817
2 60 3636
2 62 2328
2 63 4779
2 64 2380
2 65 5024
2 67 3051
2 68 9829
2 70 4641
2 73 5895
2 74 5837
3 4 1064
3 5 5399
3 6 2738
3 8 6979
3 9 5184
3 10 9179
3 12 9299
3 14 4570
3 15 567
3 18 7703
3 19 6890
3 20 9101
3 22 9667
3 25 7551
3 26 4852
3 30 1760
3 31 2913
3 32 630
3 34 6768
3 35 2665
3 36 9826
3 37 7981
3 38 6644
3 40 4801
3 41 1938
3 45 3640
3 48 1986
3 53 8808
3 54 3756
3 55 9770
3 56 5543
3 58 1299
3 60 6404
3 67 6802
3 69 4177
3 70 2445
3 73 8648
4 5 3172
4 6 692
4 8 9820
4 10 4768
4 11 8161
4 14 8722
4 19 1778
4 22 8012
4 23 8986
4 24 4225
4 26 952
4 27 8832
4 29 3588
4 30 2316
4 31 1329
4 32 7022
4 33 8798
4 36 528
4 38 9522
4 39 4756
4 40 4247
4 43 4640
4 44 2290
4 45 5188
4 46 365
4 49 3691
4 50 2220
4 51 4092
4 52 8113
4 55 8340
4 58 7148
4 59 975
4 60 8933
4 62 2474
4 64 5777
4 65 9497
4 68 9703
4 69 7548
4 70 1458
4 73 7042
5 6 1542
5 7 7455
5 8 4085
5 16 3826
5 18 4442
5 19 3481
5 21 9148
5 22 1568
5 23 182
5 25 2693
5 26 5830
5 28 1169
5 35 35
5 39 5244
5 42 7193
5 43 1599
5 46 2901
5 47 2454
5 48 4005
5 51 5010
5 52 2368
5 53 6149
5 54 4644
5 55 9257
5 56 8255
5 59 3321
5 61 2201
5 66 9599
5 69 9182
5 70 3205
5 74 1016
6 7 1782
6 8 6762
6 9 3948
6 11 8933
6 12 1059
6 15 8124
6 17 2490
6 20 3818
6 21 7379
6 22 2172
6 23 1647
6 24 8772
6 25 4978
6 26 7112
6 27 744
6 29 404
6 31 9284
6 33 397
6 37 767
6 40 3981
6 43 6122
6 44 491
6 45 4245
6 50 118
6 51 1935
6 52 8098
6 53 7209
6 57 9938
6 59 9764
6 60 1870
6 62 4031
6 63 6639
6 65 812
6 66 2936
6 69 6582
6 70 1448
6 71 7726
6 72 8234
6 73 824
7 8 3068
7 10 4150
7 11 4365
7 13 3875
7 16 4711
7 18 7746
7 21 6040
7 25 9656
7 30 5244
7 31 7318
7 32 9271
7 36 8897
7 39 390
7 42 7002
7 44 7742
7 45 6469
7 50 9603
7 51 7410
7 52 8308
7 53 9295
7 58 8086
7 59 4952
7 60 1184
7 62 6043
7 64 9995
7 66 2165
7 67 6751
7 68 3174
7 71 2746
7 73 7713
7 74 4403
7 75 9246
8 9 4348
8 12 7186
8 13 8378
8 14 5983
8 19 8126
8 20 7024
8 21 115
8 24 396
8 25 1030
8 27 3199
8 31 6131
8 37 9059
8 39 9915
8 42 6256
8 45 2458
8 47 260
8 48 8800
8 50 3990
8 53 2648
8 57 3199
8 60 1960
8 61 3733
8 62 4728
8 63 9613
8 66 2952
8 69 311
8 75 8052
9 13 8450
9 15 4030
9 16 1825
9 17 8896
9 18 869
9 19 8263
9 20 4062
9 21 9761
9 24 3843
9 26 2666
9 27 2844
9 29 9632
9 30 5175
9 33 8348
9 34 4212
9 37 180
9 38 9730
9 39 1494
9 41 1962
9 42 5058
9 43 3949
9 44 6877
9 45 8289
9 46 4863
9 47 2241
9 48 4232
9 49 8405
9 50 7646
9 51 5259
9 52 6482
9 53 7239
9 54 1914
9 55 3588
9 57 6916
9 58 486
9 59 2881
9 60 1179
9 62 2131
9 63 7889
9 64 3431
9 65 1958
9 67 8275
9 68 1699
9 69 8895
9 71 7258
9 73 7804
9 75 1442
10 11 6044
10 12 8138
10 15 674
10 16 7162
10 20 1174
10 21 2910
10 22 6810
10 23 521
10 24 2926
10 25 6776
10 28 5864
10 30 2825
10 34 1286
10 35 6907
10 38 6556
10 39 1295
10 41 5839
10 42 9920
10 43 9379
10 46 5750
10 52 3463
10 53 8726
10 54 5382
10 56 5466
10 57 8190
10 58 5926
10 62 7006
10 63 1460
10 64 111
10 66 3047
10 67 6959
10 70 2631
10 71 7289
11 12 7291
11 15 1848
11 16 6429
11 17 2373
11 18 5849
11 20 9136
11 22 1214
11 23 7531
11 25 5990
11 26 7342
11 27 4874
11 30 461
11 31 4914
11 33 8790
11 35 4560
11 40 4720
11 41 4372
11 42 7076
11 44 5606
11 45 1407
11 47 7372
11 49 3195
11 50 7342
11 51 190
11 57 1552
11 59 6909
11 60 5648
11 64 3736
11 66 8195
11 68 4171
11 69 117
11 70 4436
11 71 3518
