500 44968
1 2 5816
1 3 1504
1 5 4403
1 6 8893
1 11 4312
1 13 5686
1 14 1649
1 15 5929
1 16 2791
1 21 2087
1 22 8804
1 27 4781
1 31 9069
1 33 6735
1 37 8014
1 46 9773
1 47 8604
1 49 8091
1 50 74
1 52 3407
1 55 7598
1 57 3644
1 59 6824
1 61 7287
1 62 9808
1 64 6230
1 67 9736
1 68 1904
1 69 9264
1 72 436
1 73 1656
1 74 1812
1 76 1196
1 82 9244
1 83 8627
1 90 7702
1 91 4869
1 93 4846
1 96 3538
1 97 7782
1 98 6500
1 99 1566
1 102 1300
1 103 3556
1 106 2701
1 107 6661
1 108 6658
1 109 790
1 111 6654
1 112 310
1 114 2344
1 116 3619
1 122 9069
1 124 4311
1 126 3902
1 130 6333
1 131 3593
1 132 5419
1 133 7922
1 134 8258
1 136 4709
1 137 4956
1 147 3968
1 148 3249
1 152 6257
1 160 1307
1 163 4890
1 167 2886
1 169 5342
1 172 3905
1 173 8181
1 178 2437
1 179 3431
1 181 1599
1 183 4064
1 189 3218
1 191 6088
1 196 4097
1 197 6658
1 202 3415
1 206 9592
1 209 1058
1 213 8591
1 214 1976
1 217 3804
1 218 954
1 225 3432
1 227 4383
1 228 5237
1 232 8601
1 234 4120
1 235 9680
1 237 5185
1 241 2723
1 242 4092
1 247 5474
1 248 6771
1 250 4432
1 256 9816
1 260 3215
1 265 1607
1 269 3208
1 270 1863
1 271 1839
1 273 6121
1 277 2457
1 279 9922
1 282 3396
1 284 6499
1 285 3164
1 286 1472
1 287 3607
1 293 6706
1 300 5876
1 306 9833
1 312 7601
1 313 9315
1 314 657
1 321 8639
1 323 2363
1 324 7402
1 331 4323
1 332 3056
1 337 1659
1 338 8030
1 339 3495
1 340 2119
1 344 9362
1 345 7536
1 346 1626
1 348 3378
1 353 4333
1 355 1455
1 356 3769
1 357 7956
1 358 6621
1 359 5920
1 360 562
1 362 8573
1 375 9816
1 378 6478
1 379 7188
1 381 5824
1 385 4612
1 388 3127
1 390 5881
1 392 3510
1 393 8837
1 396 9918
1 400 5041
1 410 2973
1 413 8341
1 417 9851
1 419 3329
1 422 6418
1 425 955
1 435 5149
1 436 707
1 441 9110
1 442 1885
1 443 8428
1 447 7899
1 451 970
1 455 8073
1 457 3770
1 459 7279
1 460 6318
1 464 8669
1 467 4764
1 472 8599
1 477 6137
1 478 4172
1 481 5373
1 486 8701
1 488 8567
1 490 8108
1 491 5629
1 492 7536
1 494 8689
1 496 8180
1 498 3755
1 499 8298
1 500 6649
2 7 8430
2 8 8286
2 11 8009
2 12 5551
2 14 6187
2 16 2600
2 20 37
2 22 882
2 24 3980
2 26 7474
2 27 9191
2 28 2440
2 29 2973
2 30 7757
2 35 4341
2 36 660
2 41 4402
2 46 296
2 47 254
2 48 4031
2 56 8792
2 57 9071
2 58 1956
2 59 1295
2 61 9895
2 63 1535
2 67 850
2 68 3067
2 70 9652
2 71 2449
2 72 4556
2 77 386
2 78 9636
2 81 3918
2 84 4957
2 86 7040
2 87 5266
2 91 650
2 92 7920
2 98 7338
2 103 9634
2 106 7549
2 107 9549
2 108 7364
2 109 2979
2 111 4625
2 113 6521
2 114 9012
2 119 4281
2 120 3910
2 125 9594
2 127 7853
2 131 5494
2 134 3525
2 137 9780
2 142 1500
2 143 9954
2 146 3779
2 148 3529
2 152 2561
2 154 6913
2 158 6514
2 160 734
2 163 8773
2 167 1231
2 171 351
2 172 5737
2 173 4558
2 176 4515
2 183 5833
2 185 1074
2 186 7200
2 188 1935
2 189 2711
2 190 2280
2 192 6805
2 194 222
2 196 7473
2 200 4660
2 201 9721
2 205 5531
2 207 6507
2 213 5688
2 219 6415
2 220 1284
2 221 9080
2 222 5244
2 223 185
2 224 9755
2 226 1660
2 229 6533
2 232 3401
2 234 2045
2 235 3867
2 237 7726
2 238 3328
2 240 9657
2 243 9275
2 244 5373
2 247 8994
2 250 7437
2 251 167
2 253 1909
2 254 5329
2 255 6790
2 261 832
2 262 7258
2 264 3373
2 273 927
2 275 6914
2 276 2469
2 277 8895
2 278 7594
2 283 2985
2 288 6048
2 300 626
2 301 3212
2 302 9541
2 306 6200
2 307 6329
2 310 1209
2 314 3717
2 316 1839
2 321 4450
2 322 2226
2 323 160
2 324 1853
2 334 5194
2 341 323
2 343 7697
2 345 8804
2 346 614
2 349 1165
2 350 9593
2 353 5428
2 357 426
2 358 1224
2 359 6830
2 363 2271
2 365 6046
2 367 1225
2 368 116
2 369 6974
2 371 317
2 372 3331
2 374 9881
2 379 684
2 381 6326
2 382 5580
2 383 755
2 385 9948
2 389 5022
2 390 1023
2 393 4122
2 404 6068
2 405 855
2 406 420
2 413 9296
2 415 1273
2 416 30
2 420 3005
2 423 5042
2 432 9421
2 435 8560
2 436 6006
2 437 9882
2 439 1336
2 441 5155
2 444 7737
2 447 5575
2 449 5158
2 452 5338
2 455 9168
2 457 9408
2 460 3374
2 462 3434
2 463 6558
2 464 6927
2 468 8317
2 469 7183
2 474 3989
2 480 7370
2 481 5976
2 489 9668
2 494 2190
2 496 3368
2 498 3303
2 499 5792
3 5 2384
3 8 3359
3 9 850
3 12 2719
3 14 2778
3 16 6406
3 18 670
3 20 6376
3 23 1891
3 24 3659
3 28 1340
3 32 8974
3 41 5073
3 43 8333
3 47 5494
3 50 4224
3 52 1118
3 55 2903
3 60 8063
3 61 467
3 70 8962
3 74 7345
3 75 6188
3 76 748
3 77 4184
3 79 7490
3 82 8859
3 83 3228
3 85 4260
3 87 837
3 89 2636
3 95 7594
3 98 7620
3 99 4050
3 100 1248
3 107 3347
3 114 1640
3 115 4192
3 119 8132
3 120 7749
3 136 3549
3 138 2027
3 139 7214
3 141 9056
3 142 3076
3 144 9037
3 148 7878
3 151 7983
3 152 6805
3 154 1358
3 161 4381
3 165 6702
3 167 8496
3 173 9186
3 177 4637
3 178 350
3 179 4574
3 181 3541
3 183 7596
3 190 577
3 192 8450
3 196 5323
3 197 6165
3 198 4087
3 201 4920
3 202 3020
3 203 9699
3 205 5959
3 208 8526
3 210 3869
3 213 5102
3 220 8638
3 221 6366
3 229 2928
3 234 8897
3 245 1328
3 247 7666
3 249 6786
3 251 8062
3 256 2668
3 257 4628
3 260 4168
3 261 1685
3 265 3272
3 267 6528
3 269 7371
3 270 346
3 272 2176
3 274 3961
3 275 5672
3 277 1925
3 278 7580
3 284 968
3 287 8884
3 291 8295
3 297 1305
3 298 4539
3 299 4322
3 300 7335
3 303 6773
3 309 8973
3 311 8977
3 312 5138
3 317 5932
3 322 7259
3 326 5302
3 328 6347
3 329 3918
3 332 698
3 337 5781
3 340 5919
3 342 1953
3 346 8232
3 348 5485
3 349 2969
3 351 3229
3 352 5430
3 355 259
3 356 3179
3 357 3590
3 358 1454
3 363 1356
3 364 5406
3 366 5580
3 368 7265
3 374 3612
3 382 4756
3 385 955
3 386 8331
3 388 5320
3 391 1589
3 392 3273
3 393 6583
3 394 4107
3 396 155
3 397 7395
3 398 5277
3 401 2238
3 403 9332
3 404 2441
3 405 9357
3 407 5126
3 409 1504
3 410 2789
3 411 6251
3 421 3829
3 422 4837
3 427 663
3 428 7705
3 430 8307
3 433 2059
3 434 6805
3 435 4153
3 437 6237
3 441 9434
3 450 8479
3 451 8538
3 456 9380
3 461 7129
3 462 1917
3 466 1159
3 467 7547
3 492 8490
3 494 9411
4 9 678
4 19 924
4 21 952
4 23 7121
4 28 8918
4 32 3860
4 33 8815
4 34 1851
4 35 9901
4 37 9906
4 40 5233
4 41 3792
4 42 5745
4 43 6144
4 46 5171
4 50 475
4 51 7449
4 55 4732
4 65 9928
4 69 8615
4 72 8773
4 74 3181
4 78 52
4 79 3432
4 80 2159
4 91 1268
4 92 600
4 98 22
4 102 1356
4 104 3154
4 105 1723
4 109 2560
4 111 8182
4 113 2948
4 117 3454
4 118 6909
4 127 3479
4 128 9613
4 130 2599
4 134 6246
4 138 5813
4 139 7893
4 141 4314
4 144 7485
4 145 2677
4 147 9211
4 155 7915
4 156 9577
4 157 6160
4 158 2720
4 168 2563
4 169 6003
4 170 3044
4 174 3370
4 176 8451
4 178 93
4 181 6041
4 184 472
4 185 4272
4 187 9363
4 188 2941
4 189 2781
4 193 5783
4 194 695
4 197 9274
4 200 4412
4 203 7187
4 205 768
4 208 6725
4 209 5632
4 212 2928
4 214 6786
4 220 378
4 224 1957
4 230 9889
4 234 4829
4 235 6890
4 246 4575
4 249 6553
4 250 2271
4 251 2983
4 253 8453
4 258 6153
4 259 1536
4 260 9544
4 261 7592
4 265 62
4 266 6299
4 267 1479
4 268 6675
4 270 2409
4 271 6183
4 273 9468
4 274 5224
4 276 7572
4 278 7185
4 281 9087
4 282 3680
4 286 9295
4 287 5861
4 288 5668
4 289 7624
4 293 5761
4 294 4855
4 298 6529
4 301 1865
4 303 348
4 304 4743
4 307 1222
4 308 6649
4 313 5599
4 314 9802
4 315 7070
4 322 6251
4 325 7431
4 326 1821
4 327 5703
4 329 4444
4 334 491
4 335 9438
4 338 1745
4 339 3256
4 341 7665
4 343 7819
4 346 7751
4 347 7571
4 352 9901
4 355 8155
4 357 2166
4 362 2375
4 363 4738
4 367 8455
4 368 7273
4 372 9734
4 376 4071
4 381 3612
4 386 2744
4 389 8206
4 391 4485
4 392 1576
4 394 2800
4 397 1711
4 400 2984
4 402 6125
4 403 6270
4 408 8916
4 410 9442
4 414 5462
4 417 7445
4 422 7385
4 428 6826
4 433 555
4 436 4644
4 440 3162
4 443 6400
4 444 3806
4 445 1516
4 453 6375
4 455 8094
4 459 5231
4 461 3284
4 464 6834
4 465 4578
4 468 2539
4 471 3398
4 475 1536
4 477 3240
4 478 8584
4 480 3923
4 482 3003
4 485 2697
4 489 4120
4 493 5768
4 495 4592
4 500 8584
5 12 8541
5 16 7598
5 17 2106
5 20 1107
5 21 3727
5 22 2404
5 25 5625
5 26 5474
5 34 3177
5 35 8157
5 37 2013
5 38 2208
5 43 8817
5 47 8429
5 48 4848
5 50 6717
5 51 6758
5 55 7000
5 57 1174
5 60 6410
5 61 2611
5 65 8038
5 67 4437
5 68 9923
5 75 1772
5 78 9161
5 81 1148
5 82 778
5 85 1745
5 89 6885
5 91 2870
5 93 5569
5 95 5465
5 97 2091
5 100 2414
5 103 279
5 105 7302
5 106 5756
5 114 8901
5 118 1815
5 121 8415
5 122 3902
5 123 2089
5 125 4034
5 126 6260
5 128 9539
5 131 182
5 134 6500
5 146 8092
5 148 2239
5 150 9334
5 151 5945
5 152 3638
5 154 4780
5 155 5792
5 158 8828
5 159 2472
5 160 669
5 166 8562
5 168 7705
5 170 6710
5 173 2290
5 179 4930
5 180 2731
5 182 9521
5 185 7417
5 188 6445
5 189 6195
5 195 9405
5 198 1425
5 201 4053
5 202 2399
5 203 1404
5 205 3821
5 207 3064
5 208 1999
5 209 4656
5 211 1897
5 212 4380
5 213 1594
5 214 2153
5 219 7089
5 221 2957
5 227 681
5 228 9301
