95 2251
1 8 9863
1 9 1220
1 13 9355
1 14 3780
1 15 741
1 18 6562
1 19 9919
1 20 1720
1 23 1648
1 25 9263
1 27 3316
1 28 5800
1 30 3910
1 31 6224
1 34 4556
1 38 4263
1 43 825
1 44 8851
1 45 8003
1 46 8357
1 47 4810
1 48 8187
1 50 639
1 52 9255
1 53 5053
1 55 413
1 56 9584
1 57 1165
1 59 3370
1 61 1964
1 64 7399
1 66 8173
1 68 8283
1 69 446
1 70 5431
1 72 3496
1 76 6321
1 77 2819
1 80 161
1 84 5350
1 86 9546
1 87 1557
1 90 3077
1 93 5074
1 94 9727
1 95 205
2 3 9159
2 4 8043
2 7 6847
2 8 3729
2 11 4515
2 12 4968
2 15 9241
2 16 7463
2 17 4959
2 19 4065
2 20 2211
2 22 3455
2 27 5623
2 28 6869
2 29 2288
2 31 6433
2 32 2910
2 36 4679
2 37 6383
2 39 1429
2 40 909
2 41 5902
2 42 9773
2 43 7282
2 47 8213
2 48 5826
2 49 6833
2 50 9076
2 53 7898
2 59 3470
2 61 4710
2 62 8991
2 65 800
2 69 2785
2 71 3227
2 73 548
2 77 5885
2 81 6972
2 89 575
2 92 6441
3 4 7456
3 8 4938
3 13 705
3 14 3828
3 15 3089
3 17 5544
3 20 418
3 21 4762
3 22 8778
3 23 4980
3 24 4699
3 25 2192
3 26 3924
3 27 8348
3 28 517
3 29 9830
3 30 2854
3 33 5851
3 35 2244
3 36 9157
3 37 6631
3 38 4976
3 39 4070
3 41 7585
3 42 3800
3 44 6443
3 46 3434
3 50 2469
3 53 3801
3 54 3500
3 60 3709
3 62 3509
3 63 5164
3 66 2821
3 69 6829
3 70 1919
3 71 9687
3 72 9553
3 74 9008
3 78 7892
3 80 92
3 81 2853
3 82 4234
3 84 5910
3 85 8763
3 86 4592
3 87 9013
3 89 6739
3 90 8124
3 93 3688
3 95 4412
4 7 6521
4 8 1871
4 9 8297
4 11 9909
4 13 4746
4 17 8845
4 19 6821
4 21 2163
4 22 6572
4 24 1765
4 25 4483
4 28 4178
4 29 9137
4 30 8396
4 34 2176
4 36 5687
4 40 3682
4 42 474
4 43 5886
4 45 8897
4 46 6190
4 48 1931
4 51 4861
4 52 9786
4 55 559
4 56 5510
4 58 6556
4 59 3612
4 60 7188
4 63 1258
4 64 2779
4 68 9547
4 73 8120
4 75 2445
4 79 6731
4 80 6465
4 82 7218
4 84 4938
4 85 2804
4 87 389
4 88 2118
4 89 6070
4 90 5307
4 91 3409
4 95 4084
5 6 7786
5 7 3308
5 9 6360
5 11 2688
5 12 6634
5 14 9950
5 20 5447
5 22 402
5 25 6120
5 26 7229
5 27 6802
5 29 1896
5 32 2887
5 34 1782
5 35 6606
5 37 5753
5 39 8088
5 40 3952
5 42 953
5 44 314
5 45 5714
5 48 897
5 49 5946
5 53 1797
5 55 2481
5 56 6969
5 57 4937
5 59 4123
5 60 1972
5 61 671
5 65 3209
5 71 3649
5 72 3818
5 73 3767
5 74 5518
5 75 5322
5 77 6421
5 79 5968
5 80 311
5 83 6830
5 84 5653
5 85 6870
5 86 9542
5 87 5875
5 88 191
5 89 883
5 91 1781
5 92 1149
5 93 1069
5 94 318
5 95 4543
6 7 9163
6 8 5951
6 9 6522
6 11 9847
6 15 2304
6 17 7209
6 19 7979
6 22 5313
6 23 5682
6 24 4809
6 25 6329
6 26 957
6 27 3823
6 29 9985
6 30 8895
6 31 6070
6 32 6314
6 35 3005
6 36 2102
6 40 3229
6 42 825
6 43 8818
6 45 6567
6 46 6093
6 50 4811
6 51 8987
6 52 3305
6 54 7125
6 56 318
6 57 9954
6 58 9772
6 59 9354
6 60 2916
6 61 8468
6 62 5658
6 63 3451
6 64 4453
6 65 5316
6 67 4623
6 69 3560
6 71 1730
6 72 1267
6 73 854
6 78 6971
6 79 7391
6 81 6258
6 83 3627
6 87 6520
6 88 1192
6 90 1190
6 91 5220
6 92 1118
6 93 450
7 8 5827
7 9 3036
7 10 5077
7 11 8848
7 12 5611
7 13 1879
7 15 2196
7 16 5858
7 18 7653
7 19 3459
7 20 536
7 21 779
7 22 7689
7 23 5138
7 24 8897
7 31 1678
7 37 1996
7 39 44
7 40 7486
7 41 4999
7 42 4174
7 43 7025
7 45 7561
7 46 3022
7 49 3197
7 50 5934
