95 2218
1 2 4625
1 5 6336
1 6 2436
1 7 5520
1 10 5619
1 11 4106
1 13 53
1 15 2350
1 16 3083
1 18 4216
1 21 3492
1 22 103
1 25 950
1 26 596
1 27 7526
1 28 4662
1 29 3645
1 30 8577
1 31 1799
1 32 1278
1 33 9890
1 34 2452
1 35 3326
1 36 2920
1 37 512
1 41 7140
1 44 2571
1 45 2814
1 49 7209
1 52 5253
1 58 849
1 59 7319
1 61 8225
1 62 5860
1 66 4702
1 67 9481
1 71 2092
1 72 8904
1 73 8551
1 74 864
1 78 3986
1 79 1863
1 85 7409
1 89 8055
1 90 3765
1 93 8421
2 8 5187
2 9 1829
2 12 5013
2 14 2473
2 15 4366
2 16 6878
2 20 4344
2 21 1881
2 22 299
2 23 70
2 29 6075
2 32 8223
2 33 3016
2 34 932
2 36 5362
2 37 2607
2 39 694
2 40 567
2 41 483
2 43 4284
2 44 4059
2 46 504
2 47 4773
2 48 7901
2 49 9802
2 50 8181
2 51 5535
2 52 9621
2 53 1465
2 56 3270
2 59 2870
2 60 5756
2 61 1463
2 63 6064
2 67 2367
2 71 5899
2 73 3177
2 75 7565
2 77 6205
2 78 7343
2 81 5681
2 83 9620
2 86 1282
2 87 4044
2 88 3824
2 90 1559
2 94 3866
3 7 1445
3 8 5116
3 9 8564
3 11 6059
3 12 1329
3 13 2000
3 15 9619
3 16 9788
3 17 5905
3 20 4086
3 21 9115
3 22 4647
3 25 5074
3 26 2041
3 30 2743
3 33 6662
3 35 3470
3 37 7601
3 38 2238
3 40 3227
3 44 1301
3 45 7109
3 46 1192
3 51 6245
3 53 2523
3 54 9345
3 55 3997
3 59 4940
3 62 4199
3 64 9860
3 65 8382
3 66 9396
3 70 7848
3 71 6330
3 74 1923
3 76 1780
3 77 5892
3 79 7444
3 80 7898
3 82 6467
3 83 3479
3 84 9609
3 85 5464
3 87 2463
3 89 4399
3 92 5328
3 93 3210
3 94 9797
3 95 740
4 6 6594
4 7 4355
4 9 5275
4 11 1761
4 12 2173
4 13 3344
4 17 6118
4 18 7707
4 24 5318
4 26 9244
4 27 708
4 28 902
4 29 7511
4 31 2198
4 35 7443
4 36 8175
4 37 8346
4 38 3496
4 41 4557
4 42 4219
4 46 2557
4 47 4655
4 48 1948
4 49 5207
4 51 3663
4 52 5598
4 54 5123
4 56 3219
4 58 1992
4 61 6810
4 63 3457
4 67 6889
4 68 2180
4 71 8388
4 73 8705
4 75 1456
4 76 6368
4 83 479
4 84 6323
4 85 2282
4 88 6454
4 89 5665
4 95 8459
5 6 6498
5 7 9867
5 8 2398
5 9 1528
5 11 8574
5 13 3782
5 14 3270
5 15 7970
5 16 7750
5 17 6205
5 19 5205
5 20 4139
5 22 9133
5 23 146
5 27 8658
5 30 8586
5 31 4269
5 32 397
5 33 6246
5 34 8550
5 38 6443
5 40 2371
5 41 2794
5 44 4253
5 47 1628
5 50 6665
5 58 1870
5 59 7825
5 60 6620
5 63 880
5 66 7993
5 68 1338
5 70 9242
5 74 1303
5 77 3646
5 82 5525
5 85 6322
5 87 5628
5 88 5828
5 89 4110
5 90 3958
5 93 6716
5 95 2251
6 7 3627
6 8 6572
6 9 761
6 11 4036
6 12 3080
6 13 9305
6 14 2419
6 18 9293
6 19 5555
6 21 3071
6 23 1781
6 29 3413
6 33 6892
6 34 862
6 35 8401
6 37 5448
6 43 8799
6 46 5922
6 48 5723
6 50 7155
6 51 3734
6 52 5742
6 53 6239
6 54 1169
6 57 3688
6 59 7668
6 60 2103
6 61 5847
6 62 6042
6 68 1514
6 70 7587
6 73 8446
6 74 6849
6 77 6185
6 78 4307
6 79 1202
6 80 7501
6 81 7650
6 87 2444
6 92 4320
7 13 233
7 14 8645
7 18 5937
7 20 6943
7 21 3874
7 22 5754
7 25 7631
7 26 5430
7 28 7221
7 32 8513
7 35 190
7 36 2372
7 38 3940
7 39 1622
7 42 3692
7 45 4468
7 49 5984
7 51 3670
7 53 9256
7 56 3022
7 57 7288
7 61 5863
7 64 6026
7 65 639
7 68 2991
7 70 6369
7 72 8714
7 76 5789
7 78 5696
7 79 9048
7 81 9359
7 83 6698
7 86 4952
7 87 8342
7 88 4265
7 89 7509
7 90 1346
7 91 873
7 92 1697
7 95 9125
8 9 4416
8 14 5074
8 16 3482
8 18 6997
8 19 9130
8 20 9592
8 21 3278
8 22 4028
8 23 4571
8 25 1505
8 27 6835
8 29 6427
8 33 8291
8 36 4715
8 37 4791
8 40 9911
8 43 7958
8 45 1513
8 46 6766
8 48 3678
8 49 3276
8 50 7891
8 51 1989
8 54 8433
8 55 5884
8 57 9314
8 58 8908
8 59 1367
8 60 513
8 61 1339
8 67 5296
8 71 4004
8 72 7252
8 75 1487
8 79 3158
8 80 542
8 81 7231
