25 151
1 4 6753
1 5 7742
1 9 5900
1 13 8972
1 14 5419
1 15 1334
1 20 3687
1 21 8731
1 22 3079
1 23 6599
1 24 6268
1 25 191
2 3 5128
2 7 7612
2 8 8579
2 9 7640
2 10 2907
2 14 1548
2 21 281
2 24 6602
3 5 3548
3 7 9327
3 11 9936
3 14 6321
3 18 3531
3 19 1646
3 20 6390
3 22 9138
3 24 3270
4 5 4496
4 12 9605
4 13 9507
4 17 3138
4 21 8025
4 23 2259
4 25 140
5 6 7118
5 8 7899
5 11 4157
5 12 8413
5 14 9275
5 16 2844
5 17 7653
5 18 3359
5 20 1194
5 22 5739
5 24 50
5 25 7954
6 8 8736
6 9 1073
6 11 9693
6 12 7947
6 14 5487
6 15 7526
6 16 4374
6 19 8240
6 20 7542
6 21 452
6 22 1308
7 11 5696
7 12 2846
7 14 6628
7 15 4183
7 16 2210
7 18 887
7 20 2664
7 22 8184
7 24 6254
8 9 7613
8 10 4831
8 12 2554
8 13 171
8 14 4632
8 15 9133
8 16 7658
8 22 30
8 23 6005
8 24 558
9 13 8815
9 14 6265
9 16 9246
9 17 7255
9 18 3350
9 19 5054
9 21 8164
9 22 2186
9 23 7927
9 24 8824
9 25 4960
10 12 1257
10 13 4227
10 15 5130
10 19 4984
10 22 5468
10 23 5115
10 25 6439
11 12 8489
11 14 1523
11 18 8331
11 20 3451
11 21 6409
11 23 9769
11 24 8692
12 14 2451
12 15 8269
12 16 1461
12 17 5048
12 18 672
12 20 3817
12 21 7497
12 22 9197
12 24 3803
13 14 8563
13 16 4547
13 17 1004
13 19 1834
13 20 1835
13 21 6214
13 22 5974
14 16 3502
14 20 5217
14 21 5835
14 22 1268
14 24 5484
15 16 7494
15 21 5943
15 22 2728
15 23 8153
15 24 7242
15 25 4784
16 21 7555
16 22 2194
16 24 7242
16 25 3538
17 18 4474
17 19 5345
17 23 2605
17 24 1632
17 25 3897
18 21 7683
18 23 3106
19 21 6125
19 24 3037
20 21 5835
20 23 2298
21 23 2219
21 24 3821
21 25 4402
22 25 9022
23 25 6194
24 25 6558
