500 89759
1 2 5816
1 3 1504
1 4 4403
1 5 8893
1 6 4312
1 7 5686
1 11 1649
1 12 5929
1 13 2791
1 14 2087
1 15 8804
1 16 4781
1 21 9069
1 22 6735
1 23 8014
1 27 9773
1 28 8604
1 29 8091
1 30 74
1 31 3407
1 32 7598
1 33 3644
1 36 6824
1 37 7287
1 39 9808
1 42 6230
1 43 9736
1 44 1904
1 45 9264
1 46 436
1 47 1656
1 49 1812
1 50 1196
1 51 9244
1 52 8627
1 53 7702
1 54 4869
1 55 4846
1 57 3538
1 58 7782
1 59 6500
1 60 1566
1 61 1300
1 62 3556
1 64 2701
1 65 6661
1 67 6658
1 68 790
1 69 6654
1 71 310
1 72 2344
1 73 3619
1 74 9069
1 75 4311
1 76 3902
1 77 6333
1 82 3593
1 83 5419
1 86 7922
1 88 8258
1 90 4709
1 91 4956
1 92 3968
1 93 3249
1 94 6257
1 96 1307
1 97 4890
1 98 2886
1 99 5342
1 101 3905
1 102 8181
1 103 2437
1 105 3431
1 106 1599
1 107 4064
1 108 3218
1 109 6088
1 110 4097
1 111 6658
1 112 3415
1 113 9592
1 114 1058
1 116 8591
1 117 1976
1 119 3804
1 121 954
1 122 3432
1 123 4383
1 124 5237
1 125 8601
1 126 4120
1 129 9680
1 130 5185
1 131 2723
1 132 4092
1 133 5474
1 134 6771
1 136 4432
1 137 9816
1 139 3215
1 141 1607
1 143 3208
1 146 1863
1 147 1839
1 148 6121
1 152 2457
1 153 9922
1 155 3396
1 157 6499
1 158 3164
1 159 1472
1 160 3607
1 163 6706
1 166 5876
1 167 9833
1 169 7601
1 171 9315
1 172 657
1 173 8639
1 174 2363
1 175 7402
1 178 4323
1 179 3056
1 181 1659
1 183 8030
1 187 3495
1 189 2119
1 190 9362
1 191 7536
1 194 1626
1 195 3378
1 196 4333
1 197 1455
1 198 3769
1 199 7956
1 201 6621
1 202 5920
1 203 562
1 205 8573
1 206 9816
1 209 6478
1 210 7188
1 211 5824
1 213 4612
1 214 3127
1 215 5881
1 217 3510
1 218 8837
1 219 9918
1 221 5041
1 222 2973
1 225 8341
1 227 9851
1 228 3329
1 230 6418
1 232 955
1 234 5149
1 235 707
1 236 9110
1 237 1885
1 238 8428
1 240 7899
1 241 970
1 242 8073
1 243 3770
1 244 7279
1 245 6318
1 246 8669
1 247 4764
1 248 8599
1 250 6137
1 253 4172
1 254 5373
1 255 8701
1 256 8567
1 258 8108
1 260 5629
1 263 7536
1 264 8689
1 265 8180
1 267 3755
1 268 8298
1 269 6649
1 270 8430
1 271 8286
1 273 8009
1 275 5551
1 276 6187
1 277 2600
1 278 37
1 279 882
1 280 3980
1 282 7474
1 283 9191
1 284 2440
1 285 2973
1 286 7757
1 287 4341
1 293 660
1 294 4402
1 295 296
1 296 254
1 300 4031
1 301 8792
1 302 9071
1 304 1956
1 306 1295
1 308 9895
1 309 1535
1 311 850
1 312 3067
1 313 9652
1 314 2449
1 315 4556
1 318 386
1 319 9636
1 321 3918
1 322 4957
1 323 7040
1 324 5266
1 325 650
1 326 7920
1 327 7338
1 328 9634
1 330 7549
1 331 9549
1 332 7364
1 336 2979
1 337 4625
1 338 6521
1 339 9012
1 340 4281
1 344 3910
1 345 9594
1 346 7853
1 348 5494
1 350 3525
1 351 9780
1 353 1500
1 354 9954
1 355 3779
1 356 3529
1 357 2561
1 358 6913
1 359 6514
1 360 734
1 362 8773
1 364 1231
1 366 351
1 369 5737
1 370 4558
1 371 4515
1 373 5833
1 374 1074
1 375 7200
1 377 1935
1 378 2711
1 379 2280
1 381 6805
1 382 222
1 383 7473
1 385 4660
1 386 9721
1 387 5531
1 388 6507
1 390 5688
1 392 6415
1 393 1284
1 396 9080
1 397 5244
1 398 185
1 399 9755
1 400 1660
1 403 6533
1 406 3401
1 409 2045
1 410 3867
1 411 7726
1 413 3328
1 414 9657
1 416 9275
1 417 5373
1 418 8994
1 419 7437
1 421 167
1 422 1909
1 424 5329
1 425 6790
1 430 832
1 431 7258
1 432 3373
1 433 927
1 435 6914
1 436 2469
1 437 8895
1 438 7594
1 439 2985
1 440 6048
1 441 626
1 442 3212
1 443 9541
1 446 6200
1 447 6329
1 450 1209
1 451 3717
1 453 1839
1 454 4450
1 455 2226
1 457 160
1 458 1853
1 459 5194
1 460 323
1 464 7697
1 465 8804
1 466 614
1 467 1165
1 468 9593
1 472 5428
1 473 426
1 475 1224
1 476 6830
1 477 2271
1 478 6046
1 481 1225
1 483 116
1 484 6974
1 486 317
1 487 3331
1 488 9881
1 489 684
1 490 6326
1 491 5580
1 492 755
1 494 9948
1 496 5022
1 498 1023
1 499 4122
1 500 6068
2 4 855
2 6 420
2 7 9296
2 8 1273
2 9 30
2 11 3005
2 12 5042
2 14 9421
2 16 8560
2 17 6006
2 18 9882
2 20 1336
2 22 5155
2 23 7737
2 24 5575
2 26 5158
2 27 5338
2 28 9168
2 29 9408
2 30 3374
2 32 3434
2 33 6558
2 35 6927
2 36 8317
2 39 7183
2 41 3989
2 43 7370
2 44 5976
2 46 9668
2 47 2190
2 48 3368
2 49 3303
2 50 5792
2 51 2384
2 52 3359
2 56 850
2 57 2719
2 58 2778
2 59 6406
2 60 670
2 61 6376
2 62 1891
2 63 3659
2 64 1340
2 65 8974
2 67 5073
2 68 8333
2 70 5494
2 71 4224
2 72 1118
2 76 2903
2 77 8063
2 78 467
2 79 8962
2 80 7345
2 81 6188
2 82 748
2 83 4184
2 84 7490
2 85 8859
2 86 3228
2 87 4260
2 90 837
2 91 2636
2 92 7594
2 93 7620
2 95 4050
2 97 1248
2 98 3347
2 99 1640
2 100 4192
2 101 8132
2 103 7749
2 104 3549
2 106 2027
2 107 7214
2 108 9056
2 109 3076
2 110 9037
2 111 7878
2 112 7983
2 113 6805
2 114 1358
2 115 4381
2 116 6702
2 119 8496
2 120 9186
2 121 4637
2 122 350
2 123 4574
2 125 3541
2 126 7596
2 127 577
2 129 8450
2 131 5323
2 132 6165
2 133 4087
2 134 4920
2 137 3020
2 140 9699
2 141 5959
2 142 8526
2 143 3869
2 144 5102
2 146 8638
2 147 6366
2 148 2928
2 149 8897
2 152 1328
2 153 7666
2 154 6786
2 155 8062
2 158 2668
2 159 4628
2 160 4168
2 161 1685
2 163 3272
2 167 6528
2 171 7371
2 172 346
2 173 2176
2 174 3961
2 175 5672
2 176 1925
2 177 7580
2 178 968
2 179 8884
2 180 8295
2 181 1305
2 182 4539
2 183 4322
2 184 7335
2 185 6773
2 186 8973
2 188 8977
2 189 5138
2 190 5932
2 191 7259
2 192 5302
2 193 6347
2 194 3918
2 196 698
2 198 5781
2 199 5919
2 200 1953
2 201 8232
2 203 5485
2 204 2969
2 205 3229
2 206 5430
2 207 259
2 208 3179
2 209 3590
2 210 1454
2 211 1356
2 212 5406
2 213 5580
2 215 7265
2 218 3612
2 219 4756
2 220 955
2 221 8331
2 222 5320
2 223 1589
2 224 3273
2 225 6583
2 226 4107
2 227 155
2 228 7395
2 229 5277
2 232 2238
2 234 9332
2 235 2441
2 237 9357
2 238 5126
2 240 1504
2 241 2789
2 242 6251
2 243 3829
2 244 4837
2 246 663
2 247 7705
2 248 8307
2 250 2059
2 251 6805
2 253 4153
2 254 6237
2 255 9434
2 257 8479
2 259 8538
2 261 9380
2 262 7129
2 263 1917
2 264 1159
2 265 7547
2 267 8490
2 268 9411
2 270 678
2 272 924
2 273 952
2 274 7121
2 275 8918
2 276 3860
2 277 8815
2 278 1851
2 279 9901
2 283 9906
2 284 5233
2 286 3792
2 288 5745
2 293 6144
2 294 5171
2 295 475
2 297 7449
2 298 4732
2 300 9928
2 301 8615
2 302 8773
2 304 3181
2 305 52
2 306 3432
2 307 2159
2 308 1268
2 310 600
2 311 22
2 312 1356
2 314 3154
2 316 1723
2 317 2560
2 319 8182
2 321 2948
2 322 3454
2 323 6909
2 324 3479
2 325 9613
2 326 2599
2 327 6246
2 334 5813
2 335 7893
2 340 4314
2 341 7485
2 342 2677
2 343 9211
2 344 7915
2 345 9577
2 346 6160
2 349 2720
2 350 2563
2 353 6003
2 356 3044
2 357 3370
2 358 8451
2 359 93
2 360 6041
2 362 472
2 363 4272
2 365 9363
2 366 2941
2 367 2781
2 368 5783
2 369 695
2 371 9274
2 372 4412
2 373 7187
2 374 768
2 375 6725
2 376 5632
2 377 2928
2 379 6786
2 380 378
2 381 1957
2 382 9889
2 383 4829
2 385 6890
2 386 4575
2 388 6553
2 389 2271
2 390 2983
2 391 8453
2 392 6153
2 393 1536
2 395 9544
2 400 7592
2 401 62
2 404 6299
2 405 1479
2 406 6675
2 407 2409
2 409 6183
2 411 9468
2 412 5224
2 413 7572
2 414 7185
2 415 9087
2 416 3680
2 417 9295
2 418 5861
2 420 5668
2 423 7624
2 427 5761
2 428 4855
2 429 6529
2 430 1865
2 431 348
2 432 4743
2 434 1222
2 435 6649
2 436 5599
2 437 9802
2 438 7070
2 439 6251
2 440 7431
2 441 1821
2 444 5703
2 446 4444
2 447 491
2 449 9438
2 450 1745
2 451 3256
2 452 7665
2 453 7819
2 455 7751
2 456 7571
2 457 9901
2 460 8155
2 462 2166
2 463 2375
2 464 4738
2 466 8455
2 467 7273
2 468 9734
2 469 4071
2 470 3612
2 471 2744
2 473 8206
2 474 4485
2 476 1576
2 479 2800
2 480 1711
2 481 2984
2 482 6125
2 486 6270
2 487 8916
2 489 9442
2 490 5462
2 491 7445
2 492 7385
2 493 6826
2 494 555
2 495 4644
2 496 3162
2 497 6400
2 498 3806
2 499 1516
2 500 6375
3 4 8094
3 5 5231
3 6 3284
3 7 6834
3 8 4578
3 9 2539
3 10 3398
3 11 1536
3 12 3240
3 13 8584
3 14 3923
3 16 3003
3 18 2697
3 19 4120
3 20 5768
3 23 4592
3 24 8584
3 26 8541
3 27 7598
3 28 2106
3 29 1107
3 30 3727
3 31 2404
3 32 5625
3 33 5474
3 36 3177
3 38 8157
3 39 2013
3 41 2208
3 43 8817
3 44 8429
3 45 4848
3 47 6717
3 48 6758
3 50 7000
3 51 1174
3 52 6410
3 55 2611
3 56 8038
3 57 4437
3 60 9923
3 61 1772
3 62 9161
3 65 1148
3 69 778
3 70 1745
3 72 6885
3 74 2870
3 75 5569
3 76 5465
3 77 2091
3 78 2414
3 79 279
3 80 7302
3 81 5756
3 82 8901
3 83 1815
3 84 8415
3 85 3902
3 87 2089
3 89 4034
3 90 6260
3 92 9539
3 93 182
3 95 6500
3 97 8092
3 98 2239
3 99 9334
3 100 5945
3 101 3638
3 102 4780
3 103 5792
3 104 8828
3 106 2472
3 107 669
3 108 8562
3 109 7705
3 111 6710
3 112 2290
3 114 4930
3 115 2731
3 116 9521
3 117 7417
3 119 6445
3 120 6195
3 121 9405
3 122 1425
3 125 4053
3 126 2399
3 127 1404
3 128 3821
3 129 3064
3 130 1999
3 136 4656
3 138 1897
3 139 4380
3 140 1594
3 141 2153
3 142 7089
3 143 2957
3 144 681
3 145 9301
