500 33764
1 2 5816
1 3 1504
1 5 4403
1 6 8893
1 11 4312
1 14 5686
1 15 1649
1 16 5929
1 21 2791
1 27 2087
1 31 8804
1 33 4781
1 46 9069
1 49 6735
1 50 8014
1 57 9773
1 59 8604
1 67 8091
1 68 74
1 69 3407
1 72 7598
1 74 3644
1 76 6824
1 82 7287
1 91 9808
1 93 6230
1 97 9736
1 98 1904
1 99 9264
1 103 436
1 106 1656
1 107 1812
1 108 1196
1 109 9244
1 111 8627
1 112 7702
1 114 4869
1 116 4846
1 122 3538
1 124 7782
1 126 6500
1 130 1566
1 131 1300
1 132 3556
1 133 2701
1 134 6661
1 136 6658
1 137 790
1 147 6654
1 148 310
1 160 2344
1 163 3619
1 167 9069
1 169 4311
1 172 3902
1 173 6333
1 178 3593
1 179 5419
1 181 7922
1 183 8258
1 189 4709
1 196 4956
1 197 3968
1 202 3249
1 206 6257
1 209 1307
1 214 4890
1 217 2886
1 218 5342
1 225 3905
1 227 8181
1 232 2437
1 234 3431
1 235 1599
1 241 4064
1 247 3218
1 248 6088
1 265 4097
1 269 6658
1 270 3415
1 271 9592
1 273 1058
1 279 8591
1 282 1976
1 286 3804
1 287 954
1 293 3432
1 300 4383
1 313 5237
1 323 8601
1 324 4120
1 331 9680
1 332 5185
1 338 2723
1 339 4092
1 340 5474
1 344 6771
1 345 4432
1 348 9816
1 353 3215
1 355 1607
1 356 3208
1 357 1863
1 359 1839
1 360 6121
1 375 2457
1 378 9922
1 379 3396
1 381 6499
1 388 3164
1 390 1472
1 392 3607
1 393 6706
1 396 5876
1 400 9833
1 410 7601
1 417 9315
1 419 657
1 436 8639
1 441 2363
1 442 7402
1 443 4323
1 447 3056
1 451 1659
1 455 8030
1 457 3495
1 459 2119
1 467 9362
1 477 7536
1 478 1626
1 488 3378
1 490 4333
1 491 1455
1 494 3769
1 496 7956
1 498 6621
1 499 5920
1 500 562
2 7 8573
2 11 9816
2 12 6478
2 14 7188
2 20 5824
2 22 4612
2 24 3127
2 26 5881
2 27 3510
2 28 8837
2 35 9918
2 36 5041
2 41 2973
2 46 8341
2 47 9851
2 48 3329
2 56 6418
2 57 955
2 58 5149
2 59 707
2 61 9110
2 67 1885
2 70 8428
2 71 7899
2 72 970
2 77 8073
2 81 3770
2 86 7279
2 87 6318
2 91 8669
2 98 4764
2 103 8599
2 106 6137
2 107 4172
2 108 5373
2 113 8701
2 119 8567
2 125 8108
2 127 5629
2 131 7536
2 134 8689
2 137 8180
2 142 3755
2 143 8298
2 146 6649
2 154 8430
2 158 8286
2 160 8009
2 167 5551
2 171 6187
2 172 2600
2 176 37
2 183 882
2 185 3980
2 186 7474
2 192 9191
2 194 2440
2 196 2973
2 205 7757
2 207 4341
2 213 660
2 224 4402
2 234 296
2 235 254
2 237 4031
2 238 8792
2 240 9071
2 243 1956
2 244 1295
2 247 9895
2 251 1535
2 253 850
2 254 3067
2 255 9652
2 264 2449
2 273 4556
2 275 386
2 276 9636
2 278 3918
2 288 4957
2 302 7040
2 306 5266
2 307 650
2 314 7920
2 316 7338
2 322 9634
2 324 7549
2 341 9549
2 343 7364
2 345 2979
2 346 4625
2 350 6521
2 353 9012
2 358 4281
2 359 3910
2 363 9594
2 365 7853
2 367 5494
2 368 3525
2 369 9780
2 371 1500
2 372 9954
2 381 3779
2 382 3529
2 383 2561
2 389 6913
2 390 6514
2 393 734
2 404 8773
2 405 1231
2 406 351
2 413 5737
2 416 4558
2 423 4515
2 432 5833
2 435 1074
2 437 7200
2 439 1935
2 444 2711
2 447 2280
2 449 6805
2 452 222
2 457 7473
2 460 4660
2 463 9721
2 464 5531
2 468 6507
2 469 5688
2 480 6415
2 481 1284
2 489 9080
2 494 5244
2 496 185
2 498 9755
3 5 1660
3 12 6533
3 14 3401
3 16 2045
3 18 3867
3 20 7726
3 23 3328
3 24 9657
3 32 9275
3 41 5373
3 43 8994
3 47 7437
3 50 167
3 55 1909
3 60 5329
3 61 6790
3 70 832
3 74 7258
3 75 3373
3 77 927
3 79 6914
3 82 2469
3 83 8895
3 85 7594
3 89 2985
3 95 6048
3 120 626
3 136 3212
3 138 9541
3 139 6200
3 141 6329
3 142 1209
3 144 3717
3 148 1839
3 151 4450
3 161 2226
3 165 160
3 173 1853
3 177 5194
3 178 323
3 179 7697
3 181 8804
3 183 614
3 190 1165
3 196 9593
3 197 5428
3 198 426
3 201 1224
3 202 6830
3 203 2271
3 205 6046
3 208 1225
3 213 116
3 220 6974
3 221 317
3 229 3331
3 234 9881
3 251 684
3 256 6326
3 257 5580
3 260 755
3 261 9948
3 265 5022
3 267 1023
3 269 4122
3 270 6068
3 272 855
3 274 420
3 275 9296
3 277 1273
3 284 30
3 291 3005
3 299 5042
3 300 9421
3 303 8560
3 309 6006
3 311 9882
3 312 1336
3 326 5155
3 328 7737
3 329 5575
3 332 5158
3 337 5338
3 346 9168
3 348 9408
3 349 3374
3 351 3434
3 352 6558
3 355 6927
3 357 8317
3 358 7183
3 363 3989
3 368 7370
3 382 5976
3 386 9668
3 388 2190
3 391 3368
3 392 3303
3 393 5792
3 396 2384
3 397 3359
3 398 850
3 401 2719
3 403 2778
3 404 6406
3 405 670
3 407 6376
3 409 1891
3 411 3659
3 421 1340
3 422 8974
3 427 5073
3 428 8333
3 433 5494
3 434 4224
3 435 1118
3 437 2903
3 441 8063
3 450 467
3 451 8962
3 456 7345
3 462 6188
3 466 748
3 492 4184
4 9 7490
4 19 8859
4 21 3228
4 32 4260
4 33 837
4 34 2636
4 37 7594
4 42 7620
4 43 4050
4 46 1248
4 50 3347
4 51 1640
4 65 4192
4 72 8132
4 74 7749
4 80 3549
4 98 2027
4 104 7214
4 105 9056
4 109 3076
4 113 9037
4 117 7878
4 118 7983
4 127 6805
4 130 1358
4 134 4381
4 139 6702
4 144 8496
4 147 9186
4 155 4637
4 156 350
4 158 4574
4 168 3541
4 170 7596
4 174 577
4 176 8450
4 181 5323
4 184 6165
4 185 4087
4 187 4920
4 188 3020
4 189 9699
4 193 5959
4 194 8526
4 197 3869
4 203 5102
4 205 8638
4 208 6366
4 209 2928
4 214 8897
4 220 1328
4 230 7666
4 234 6786
4 235 8062
4 249 2668
4 250 4628
4 251 4168
4 253 1685
4 258 3272
4 260 6528
4 261 7371
4 265 346
4 266 2176
4 267 3961
4 270 5672
4 271 1925
4 273 7580
4 274 968
4 276 8884
4 278 8295
4 282 1305
4 287 4539
4 289 4322
4 298 7335
4 301 6773
4 303 8973
4 308 8977
4 313 5138
4 325 5932
4 326 7259
4 327 5302
4 329 6347
4 335 3918
4 338 698
4 341 5781
4 343 5919
4 346 1953
4 352 8232
4 355 5485
4 357 2969
4 362 3229
4 363 5430
4 367 259
4 372 3179
4 376 3590
4 381 1454
4 386 1356
4 389 5406
4 392 5580
4 394 7265
4 397 3612
4 400 4756
4 402 955
4 408 8331
4 410 5320
4 414 1589
4 417 3273
4 422 6583
4 428 4107
4 433 155
4 436 7395
4 440 5277
4 444 2238
4 445 9332
4 453 2441
4 455 9357
4 461 5126
4 464 1504
4 465 2789
4 468 6251
4 471 3829
4 477 4837
4 480 663
4 482 7705
4 485 8307
4 489 2059
4 493 6805
4 495 4153
5 12 6237
5 16 9434
5 17 8479
5 20 8538
5 21 9380
5 26 7129
5 34 1917
5 35 1159
5 37 7547
5 38 8490
5 48 9411
5 50 678
5 51 924
5 55 952
5 57 7121
5 65 8918
5 67 3860
5 75 8815
5 78 1851
5 81 9901
5 85 9906
5 89 5233
5 91 3792
5 93 5745
5 95 6144
5 100 5171
5 105 475
5 118 7449
5 121 4732
5 123 9928
5 125 8615
5 126 8773
5 146 3181
5 148 52
5 151 3432
5 152 2159
5 154 1268
5 155 600
5 158 22
5 160 1356
5 166 3154
5 168 1723
5 170 2560
5 173 8182
5 179 2948
5 180 3454
5 182 6909
5 185 3479
5 188 9613
5 195 2599
5 198 6246
5 201 5813
5 203 7893
5 207 4314
5 209 7485
5 213 2677
5 219 9211
5 221 7915
5 227 9577
5 228 6160
5 230 2720
5 237 2563
5 245 6003
5 251 3044
5 253 3370
5 261 8451
5 265 93
5 275 6041
5 278 472
5 282 4272
5 286 9363
5 287 2941
5 288 2781
5 291 5783
5 294 695
5 297 9274
5 300 4412
5 307 7187
5 312 768
5 314 6725
5 321 5632
5 326 2928
5 330 6786
5 331 378
5 333 1957
5 336 9889
5 337 4829
5 348 6890
5 349 4575
5 352 6553
5 355 2271
5 360 2983
5 373 8453
5 374 6153
5 375 1536
5 377 9544
5 378 7592
5 380 62
5 389 6299
5 391 1479
5 393 6675
5 394 2409
5 398 6183
5 402 9468
5 404 5224
5 408 7572
5 412 7185
5 414 9087
5 423 3680
5 429 9295
5 438 5861
5 443 5668
5 444 7624
5 448 5761
5 451 4855
5 453 6529
5 455 1865
5 461 348
5 462 4743
5 473 1222
5 480 6649
5 489 5599
5 491 9802
5 493 7070
5 496 6251
5 499 7431
6 11 1821
6 14 5703
6 15 4444
6 16 491
6 18 9438
6 22 1745
6 26 3256
6 27 7665
6 34 7819
6 38 7751
6 40 7571
6 44 9901
6 45 8155
6 52 2166
6 55 2375
6 56 4738
6 57 8455
6 61 7273
6 64 9734
6 65 4071
6 67 3612
6 69 2744
6 71 8206
6 83 4485
6 87 1576
6 88 2800
6 91 1711
6 94 2984
6 97 6125
6 102 6270
6 103 8916
6 106 9442
6 107 5462
6 108 7445
6 110 7385
6 116 6826
6 117 555
6 120 4644
6 122 3162
6 123 6400
6 126 3806
6 128 1516
6 135 6375
6 136 8094
6 141 5231
6 142 3284
6 144 6834
6 147 4578
6 149 2539
6 160 3398
6 172 1536
6 173 3240
6 175 8584
6 177 3923
6 188 3003
6 191 2697
6 193 4120
6 198 5768
6 200 4592
6 208 8584
6 213 8541
6 217 7598
6 218 2106
6 221 1107
6 223 3727
6 225 2404
6 229 5625
6 231 5474
6 238 3177
6 249 8157
6 257 2013
6 262 2208
6 263 8817
6 264 8429
6 265 4848
6 267 6717
6 270 6758
6 273 7000
6 274 1174
6 278 6410
6 279 2611
6 280 8038
6 281 4437
6 282 9923
6 286 1772
6 292 9161
6 293 1148
6 302 778
6 303 1745
6 307 6885
6 308 2870
6 309 5569
6 319 5465
6 326 2091
6 327 2414
6 328 279
6 329 7302
6 331 5756
6 332 8901
6 333 1815
6 338 8415
6 342 3902
6 343 2089
6 346 4034
6 350 6260
6 356 9539
6 358 182
6 364 6500
6 368 8092
6 370 2239
6 372 9334
6 374 5945
6 376 3638
6 382 4780
6 384 5792
6 385 8828
6 394 2472
6 396 669
6 398 8562
6 400 7705
6 402 6710
6 403 2290
6 416 4930
6 418 2731
6 428 9521
6 432 7417
6 433 6445
6 434 6195
6 435 9405
6 437 1425
6 441 4053
6 442 2399
6 444 1404
6 448 3821
6 451 3064
6 457 1999
6 464 4656
6 466 1897
6 479 4380
6 481 1594
6 482 2153
6 483 7089
6 485 2957
6 487 681
6 489 9301
