65 1020
1 4 2020
1 5 3176
1 9 232
1 13 7388
1 14 1421
1 15 6673
1 20 3024
1 21 9587
1 22 1187
1 23 5723
1 24 6812
1 25 8951
1 26 7815
1 30 9220
1 31 6373
1 32 4536
1 33 165
1 37 3309
1 44 236
1 47 7764
1 50 9026
1 52 849
1 56 2235
1 59 9570
1 63 8462
1 64 6498
1 65 7773
2 4 6923
2 6 5904
2 8 2800
2 15 3323
2 16 4699
2 20 6426
2 24 6749
2 26 999
2 28 6845
2 29 6824
2 31 3231
2 34 6464
2 35 8419
2 37 5895
2 39 9194
2 40 2103
2 41 7973
2 43 8707
2 45 8570
2 47 3143
2 48 5632
2 50 9773
2 51 1346
2 53 6086
2 54 9637
2 56 745
2 57 1879
2 58 2106
2 61 9559
2 62 2599
2 63 7596
2 64 4362
3 9 7185
3 10 1558
3 12 1871
3 13 9697
3 14 5245
3 16 2
3 18 7960
3 20 9304
3 22 5048
3 24 4347
3 25 8592
3 27 3360
3 28 3194
3 29 4837
3 30 7354
3 31 3033
3 37 3098
3 38 6398
3 39 4178
3 44 8712
3 45 9532
3 47 908
3 48 5424
3 49 431
3 50 6073
3 52 4995
3 53 6801
3 54 5117
3 55 7572
3 56 5734
3 58 4426
3 59 3506
3 61 9655
3 65 6271
4 7 2724
4 8 4809
4 10 7296
4 11 6029
4 13 1941
4 17 7589
4 19 6634
4 20 2263
4 22 6135
4 23 8930
4 26 8127
4 27 450
4 28 3293
4 29 4655
4 30 9240
4 32 582
4 33 15
4 34 1124
4 36 9948
4 38 2105
4 40 1507
4 41 36
4 43 340
4 44 3328
4 45 3071
4 46 8330
4 51 181
4 55 5767
4 56 9175
4 57 5841
4 59 1373
4 61 1371
5 6 7754
5 7 3692
5 8 6658
5 9 4519
5 10 3862
5 15 6756
5 16 920
5 18 2638
5 19 5688
5 20 3870
5 21 4980
5 25 7085
5 26 6601
5 27 7127
5 30 3133
5 32 3027
5 36 6519
5 39 8120
5 41 4587
5 43 2848
5 47 6499
5 48 6384
5 49 3621
5 52 3381
5 54 1721
5 55 8792
5 59 6769
5 61 7960
6 7 1886
6 9 566
6 13 1552
6 14 4042
6 19 8006
6 25 3012
6 28 4093
6 31 2412
6 33 5974
6 35 973
6 36 5667
6 38 127
6 39 8838
6 41 4771
6 42 4057
6 43 3252
6 47 4707
6 49 2921
6 50 417
6 52 4130
6 53 7789
6 55 9785
6 58 8613
6 62 9405
6 63 7906
6 64 2858
6 65 7030
7 8 2618
7 9 1491
7 12 551
7 14 3584
7 15 6352
7 17 7222
7 19 1335
7 22 5518
7 24 2294
7 28 1094
7 30 9751
7 32 5050
7 37 6613
7 38 4462
7 39 2435
7 40 8803
7 41 8561
7 43 1824
7 45 8794
7 46 6349
7 47 2939
7 48 5774
7 49 2470
7 50 8600
7 51 5458
7 52 6430
7 55 9716
7 58 1292
7 59 2596
7 60 1964
7 61 4580
7 63 7190
7 64 9582
8 9 4048
8 12 3842
8 14 6447
8 26 4487
8 29 2957
8 30 3360
8 31 6211
8 33 8470
8 34 5252
8 36 1231
8 38 4913
8 39 8005
8 40 4337
8 41 142
8 45 7010
8 47 4692
8 49 4624
8 50 4470
8 52 470
8 53 4212
8 55 4425
8 56 9227
8 57 7737
8 58 820
8 59 6524
8 60 3103
8 61 1483
8 62 9797
8 63 6757
8 65 5169
9 10 2048
9 12 4264
9 13 8518
9 15 6067
9 17 8498
9 20 1985
9 23 5357
9 25 4819
9 26 4030
9 28 2255
9 36 1496
9 37 9698
9 39 8960
9 40 1492
9 42 6944
9 46 2514
9 47 2572
9 49 2493
9 50 6669
9 51 7754
9 52 9450
9 53 6127
9 55 8773
9 58 1212
9 60 7042
9 61 5468
9 63 1093
9 65 1179
10 11 7511
10 17 2688
10 18 6761
10 19 3918
10 20 8969
10 21 5523
10 22 6985
10 23 8679
10 24 8132
10 25 4022
10 32 5668
10 33 7997
10 36 9808
10 37 224
10 38 4487
10 39 8593
10 40 3429
10 41 775
10 45 5234
10 46 9506
10 49 4882
10 53 8757
10 55 4006
10 56 5933
10 62 816
10 63 7172
11 14 4667
11 15 1341
11 16 6001
11 19 6931
11 23 9815
11 24 2925
11 25 2513
11 28 1695
11 31 8593
11 32 3514
11 34 3849
11 36 8334
11 38 9681
11 40 3616
11 41 7267
11 43 4952
11 46 8898
11 50 8819
11 51 5641
11 52 3145
11 53 9409
11 54 863
11 55 2861
11 56 5374
11 57 9141
11 58 6075
11 60 5465
11 61 6714
11 64 5846
12 16 9938
12 17 8057
12 19 3010
12 20 9609
12 22 3145
12 23 4971
12 24 7019
12 25 5661
12 27 3088
12 28 9547
12 29 4389
12 31 9821
12 33 3495
12 34 8703
12 36 7409
12 37 9162
12 41 7618
12 44 3614
12 45 7988
12 48 5492
12 54 9878
12 55 4711
12 56 5512
12 58 8780
12 60 9597
12 61 5923
12 63 51
12 64 7340
12 65 6985
13 14 5214
13 15 390
13 18 4336
13 21 3372
13 23 6566
13 25 152
13 32 8452
13 33 3564
13 34 590
13 35 8094
13 36 2993
13 37 6048
13 42 7670
13 44 6283
13 46 9715
13 47 7858
13 48 9214
13 50 277
13 52 3464
13 53 4068
13 56 5484
13 58 1884
13 65 3509
14 15 2632
14 17 3739
14 22 4079
14 25 5065
14 26 1611
14 28 8718
14 29 2166
14 34 9832
14 36 613
14 37 2540
14 40 111
14 42 7507
14 44 9510
14 45 852
14 46 9691
14 47 3896
14 48 5781
14 50 5926
14 52 9423
14 55 962
14 57 4161
14 58 3327
14 59 9332
14 60 9104
14 64 7901
14 65 3848
15 19 3026
15 21 5519
15 22 6430
15 23 9051
15 28 3675
15 29 2307
15 30 2668
15 31 4993
15 32 3706
15 33 7561
15 38 4339
15 39 4414
15 45 3800
15 47 6677
15 49 6139
15 53 3544
15 56 7080
15 62 1277
15 65 1230
16 19 2034
16 23 2650
16 25 5822
16 26 6411
16 29 6693
16 30 7218
16 33 2745
16 36 66
16 42 7485
16 43 2498
16 44 8122
16 45 7006
16 47 1379
16 50 6822
16 52 9178
16 53 2944
16 55 4849
16 57 3719
16 58 1776
16 59 1471
16 60 8493
16 61 3950
16 63 9444
16 64 8125
16 65 4474
17 23 4010
17 25 7539
17 26 9386
17 30 6026
17 31 5262
17 34 6784
17 37 7128
17 38 3566
17 41 3065
17 43 1740
17 47 7472
17 48 244
17 49 5594
17 50 4741
17 51 6603
17 52 1493
17 58 8116
17 59 7457
17 61 2377
17 62 2453
17 64 5035
17 65 3160
18 19 7357
18 21 3293
18 23 6672
18 25 5315
18 26 3140
18 28 4086
18 31 3106
18 33 8695
18 34 4240
18 35 9500
18 36 7097
18 40 7820
18 41 8704
18 43 8098
18 44 3726
18 45 2122
18 47 801
18 48 3706
18 49 4160
18 50 679
18 52 9471
18 53 6312
18 59 7780
18 61 5933
18 62 5296
18 63 3733
19 24 5611
19 27 7477
19 29 9912
19 30 9471
19 35 9011
19 39 8203
19 40 5156
19 41 5572
19 44 2864
19 47 7407
19 49 6487
19 50 3559
19 54 1459
19 58 7411
19 59 4963
19 60 5349
19 61 3052
19 62 7739
19 63 1659
20 21 8457
20 24 124
20 25 1934
20 28 6042
20 30 5298
20 31 6700
20 33 5458
20 34 4115
20 37 2766
20 40 8868
20 45 1573
20 47 2941
20 48 5471
20 49 9769
20 50 4043
20 51 4897
20 52 4630
20 53 8708
20 56 6238
20 58 9448
20 59 5345
20 60 7556
20 64 3694
20 65 1703
21 22 8629
21 23 8383
21 24 5649
21 25 5195
21 26 9458
21 29 1860
21 30 1426
21 32 3541
21 33 5482
21 34 8978
21 35 4545
21 36 1316
21 37 7489
21 38 4195
21 41 4823
21 42 1290
21 43 9513
21 47 1904
21 49 3009
21 53 351
21 54 1934
21 55 7179
21 58 4063
21 59 7533
21 62 1738
21 64 5782
21 65 7737
22 26 9735
22 31 8228
22 32 4471
22 34 1124
22 38 4608
22 40 2460
22 44 5340
22 53 6703
22 54 6276
22 55 3149
22 56 7682
22 58 4700
22 60 9228
22 62 6898
22 63 1583
22 64 6747
23 25 6622
23 26 1135
23 27 418
23 28 7970
