35 314
1 8 273
1 9 3787
1 13 8642
1 14 7028
1 15 2054
1 18 5938
1 19 3297
1 20 5413
1 23 5870
1 25 204
1 27 2676
1 28 9576
1 30 2674
1 31 1562
1 34 4394
2 5 8689
2 10 9928
2 11 2805
2 12 2360
2 13 7311
2 14 7120
2 15 7037
2 17 1937
2 19 5464
2 20 5195
2 22 7305
2 23 3741
2 24 7553
2 26 9769
2 28 7114
2 31 2811
2 33 7233
2 35 794
3 4 2632
3 5 8727
3 7 7755
3 11 8052
3 12 9766
3 15 27
3 19 1697
3 21 2079
3 22 6873
3 25 858
3 28 3401
3 29 18
3 30 539
3 31 9454
3 32 3864
3 35 7897
4 5 5805
4 8 6435
4 9 7606
4 12 3533
4 13 3299
4 14 4540
4 16 3296
4 17 4969
4 19 9215
4 24 8452
4 25 5849
4 26 3958
4 28 6008
4 29 5764
4 33 4068
4 34 1017
5 6 8100
5 7 6568
5 8 5721
5 9 2344
5 10 2341
5 14 3905
5 15 8031
5 16 6252
5 17 619
5 20 1537
5 26 2779
5 28 6505
5 29 1618
5 32 4612
6 7 3266
6 9 5310
6 11 7818
6 15 7703
6 19 8746
6 27 1493
6 30 3261
6 34 6168
7 10 166
7 15 1697
7 16 8385
7 17 9918
7 19 9613
7 22 3027
7 23 6375
7 24 365
7 25 5198
7 26 444
7 27 9999
7 28 5114
7 29 8415
7 30 6273
7 31 8212
7 32 7801
7 35 8941
8 10 6539
8 11 7369
8 12 9493
8 13 9134
8 14 1002
8 16 8794
8 17 2403
8 19 6827
8 21 5945
8 25 9725
8 28 331
8 29 8556
8 35 3389
9 11 4656
9 12 4693
9 15 1274
9 18 448
9 19 1430
9 20 5831
9 21 9510
9 23 6769
9 27 5027
9 29 237
9 30 4500
9 31 3841
9 33 1181
9 34 620
9 35 1448
10 11 4925
10 13 5758
10 14 9925
10 17 9208
10 19 3421
10 22 7915
10 23 8466
10 24 1507
10 26 1984
10 28 3918
10 32 5603
10 34 8913
11 12 6940
11 13 6446
11 15 49
11 16 6393
11 19 6193
11 20 2919
11 21 8657
11 25 3395
11 27 5266
11 31 6336
11 33 5312
11 34 1785
12 13 9068
12 14 6128
12 16 4080
12 19 1640
12 20 3486
12 23 4815
12 24 5007
12 26 4386
12 27 1277
12 28 2744
12 31 1257
12 32 6768
13 14 3039
13 19 3681
13 21 1028
13 25 9338
13 26 9272
13 28 8945
13 30 6669
13 31 6830
13 33 3781
13 34 6970
13 35 7918
14 15 8664
14 16 9769
14 20 4004
14 21 4954
14 22 6854
14 24 4600
14 26 1384
14 27 9919
14 29 5419
14 35 3068
15 17 6912
15 20 500
15 21 2445
15 22 1894
15 24 4845
15 27 9218
15 29 9094
15 30 9887
15 32 9231
15 34 3013
15 35 7108
16 18 3118
16 20 5343
16 21 9741
16 24 1677
16 25 5410
16 29 1249
16 31 1006
16 32 7942
16 33 2257
16 35 8509
17 18 1193
17 19 5218
17 23 3103
17 29 7668
17 30 6294
17 31 3754
17 32 7811
17 33 1652
17 35 26
18 20 3171
18 21 2567
18 24 1829
18 25 1521
18 26 5501
18 27 2490
18 28 6025
18 29 1719
18 30 9421
18 32 7228
18 33 5289
18 34 2999
18 35 8997
19 20 9510
19 21 1693
19 22 5986
19 23 1686
19 25 1057
19 29 3203
19 31 3382
19 33 5312
20 21 6135
20 22 2833
20 23 7515
20 24 1373
20 25 4029
20 26 6607
20 28 8905
20 29 7635
20 30 6147
20 31 93
20 34 1926
20 35 9783
21 25 6135
21 27 2175
21 28 54
21 30 8119
21 31 6244
21 35 5614
22 23 1183
22 24 8040
22 26 4849
22 28 260
22 29 1915
22 30 7849
22 31 5803
22 32 3202
22 33 5631
22 34 6261
22 35 2321
23 24 4762
23 25 8172
23 27 1452
23 29 9432
23 31 1801
23 32 4850
23 33 6687
24 27 5521
24 28 1037
24 30 8508
24 32 7085
25 26 826
25 27 3611
25 29 6894
25 30 3897
25 31 4442
25 32 1203
25 35 2390
26 27 4441
26 28 1574
26 29 9067
26 30 7825
26 31 7086
26 33 2948
26 34 8870
27 28 6329
27 29 4015
27 30 1505
27 31 7414
27 32 5829
27 33 2114
27 34 1371
28 34 84
29 34 2308
30 31 5916
30 32 269
30 33 349
30 34 4110
30 35 9214
31 33 7508
31 34 6273
32 34 8467
32 35 1285
33 34 871
33 35 3582
