500 18767
1 8 6653
1 13 9232
1 18 6359
1 25 2120
1 27 3882
1 28 5505
1 46 5148
1 47 1450
1 50 1951
1 59 5545
1 61 7609
1 64 4620
1 68 478
1 69 1307
1 80 7254
1 84 7996
1 86 2257
1 96 7388
1 97 4548
1 101 8187
1 110 6949
1 112 786
1 115 1434
1 120 146
1 122 9494
1 135 8370
1 142 3099
1 162 3823
1 198 5768
1 205 7033
1 208 2394
1 209 5872
1 213 7047
1 220 6177
1 224 5967
1 227 977
1 229 3902
1 239 3234
1 247 7122
1 248 859
1 251 9156
1 272 5032
1 278 2428
1 293 2335
1 304 5794
1 310 5868
1 324 4602
1 331 3568
1 339 5657
1 344 6136
1 349 2726
1 355 5319
1 358 7678
1 363 3286
1 364 3094
1 366 3172
1 367 6809
1 371 5438
1 378 3256
1 391 8282
1 398 3140
1 400 7343
1 401 7156
1 408 6153
1 410 1991
1 415 200
1 419 7472
1 427 5028
1 438 7331
1 439 4243
1 441 8742
1 445 6039
1 451 5210
1 464 4185
1 472 4744
1 479 3115
1 481 5876
1 497 2405
1 498 5310
2 3 794
2 8 5963
2 9 5310
2 13 9973
2 15 4241
2 17 8218
2 21 8810
2 22 297
2 28 5343
2 30 8297
2 36 4282
2 48 2202
2 50 5421
2 54 8599
2 55 3095
2 57 9410
2 61 5520
2 63 1736
2 67 5381
2 85 765
2 86 4736
2 91 2513
2 94 5826
2 95 3541
2 96 2417
2 105 4811
2 109 9325
2 116 5627
2 127 888
2 130 3257
2 132 7202
2 151 3909
2 154 9580
2 156 3145
2 167 8014
2 173 8319
2 191 226
2 192 6267
2 201 2881
2 217 1267
2 225 7020
2 240 4076
2 254 2002
2 255 8589
2 264 7380
2 276 5670
2 279 5840
2 282 5411
2 292 3337
2 293 3635
2 294 2920
2 300 1900
2 304 4668
2 311 232
2 315 4847
2 330 2441
2 334 4862
2 336 8492
2 342 3108
2 345 4576
2 348 2263
2 353 9644
2 358 1447
2 363 2835
2 371 8871
2 372 4945
2 382 8875
2 393 7180
2 396 2613
2 401 1063
2 405 6040
2 409 459
2 420 3046
2 421 7948
2 433 9971
2 436 4649
2 442 8225
2 444 3863
2 447 1352
2 461 7829
2 470 3490
2 476 7088
2 477 3866
2 479 3564
2 496 5776
2 497 4743
2 500 6189
3 4 6421
3 8 1070
3 10 1605
3 16 7298
3 17 3746
3 19 8337
3 20 1110
3 25 5556
3 28 8578
3 32 8425
3 42 4610
3 44 3691
3 49 4848
3 55 7180
3 66 5666
3 74 2398
3 77 7224
3 81 8109
3 89 9118
3 90 4755
3 94 8770
3 101 359
3 104 6728
3 107 5523
3 112 8125
3 114 871
3 116 8480
3 133 7828
3 134 8311
3 147 3507
3 151 9995
3 153 2996
3 155 9308
3 161 2493
3 165 4291
3 167 9707
3 178 8298
3 182 3187
3 186 6082
3 202 4862
3 206 1367
3 209 1146
3 220 7401
3 233 8043
3 236 885
3 237 4713
3 238 5134
3 240 1040
3 246 5922
3 255 4414
3 259 4512
3 261 9770
3 263 2130
3 265 4069
3 278 4103
3 303 3437
3 306 3662
3 308 8081
3 309 4150
3 311 7033
3 312 6355
3 318 5813
3 320 2227
3 321 8092
3 337 2307
3 342 1651
3 350 1829
3 352 9919
3 356 4350
3 363 3620
3 367 1452
3 371 5978
3 374 7815
3 379 4324
3 385 3385
3 400 558
3 410 1155
3 411 9529
3 414 1932
3 415 378
3 419 1978
3 433 4468
3 442 5309
3 457 6945
3 471 3340
3 475 5346
3 481 6693
3 482 2134
3 487 6307
3 488 443
3 497 8598
4 5 4711
4 16 15
4 19 7712
4 20 9590
4 35 7086
4 36 8381
4 39 2910
4 49 9369
4 57 1596
4 61 6909
4 76 8597
4 80 274
4 82 9411
4 85 7292
4 90 5021
4 94 6121
4 102 5078
4 110 5937
4 126 7981
4 141 8814
4 147 6129
4 154 6543
4 171 3498
4 175 129
4 189 4838
4 190 5429
4 191 1986
4 200 5155
4 203 7768
4 205 4752
4 212 9939
4 215 112
4 221 8625
4 226 9597
4 230 9082
4 241 6876
4 250 4622
4 251 3434
4 252 918
4 254 8724
4 263 2037
4 264 1443
4 269 3827
4 273 9008
4 279 580
4 287 9635
4 299 9177
4 304 6977
4 317 5386
4 319 4323
4 329 2339
4 330 3261
4 341 3610
4 364 6409
4 368 6397
4 369 7314
4 385 1534
4 399 1125
4 400 3488
4 413 7213
4 420 9296
4 421 2908
4 424 8811
4 429 8909
4 435 6848
4 457 2786
4 470 2175
4 484 5024
4 486 7240
4 488 3183
5 14 8333
5 17 3598
5 18 4009
5 22 9783
5 33 3791
5 34 3298
5 37 7331
5 43 6160
5 67 4175
5 71 8879
5 88 5264
5 89 7590
5 91 6091
5 111 9414
5 116 5459
5 137 2408
5 138 7402
5 143 9709
5 145 5856
5 146 4001
5 151 1407
5 165 8085
5 181 1871
5 212 8403
5 220 7552
5 221 3571
5 234 495
5 238 9659
5 242 7667
5 251 746
5 252 3340
5 256 3505
5 257 4356
5 273 2808
5 279 685
5 317 2391
5 327 8839
5 330 908
5 331 9955
5 350 7034
5 356 4291
5 357 4395
5 365 8224
5 368 9935
5 374 9001
5 377 181
5 386 9408
5 400 4262
5 414 2381
5 437 5128
5 449 3684
5 452 104
5 453 6949
5 473 7707
5 479 2817
5 484 5248
5 489 963
5 490 3996
5 492 1683
5 495 1515
5 498 8623
5 500 3291
6 14 5961
6 37 4573
6 56 9591
6 57 9116
6 66 9175
6 70 2253
6 76 9544
6 85 8246
6 87 3352
6 112 7252
6 113 3297
6 115 9796
6 150 1002
6 155 2911
6 156 586
6 161 509
6 165 5810
6 171 3608
6 172 7306
6 180 6566
6 186 2448
6 197 321
6 200 3759
6 205 5527
6 212 4716
6 215 9070
6 216 6398
6 219 1837
6 220 5384
6 226 5824
6 229 3968
6 231 6753
6 236 8213
6 238 8252
6 260 4797
6 264 740
6 275 7644
6 302 9221
6 316 6794
6 322 7708
6 341 519
6 343 9379
6 344 8715
6 345 2153
6 347 6091
6 353 5047
6 354 1003
6 355 2310
6 359 3694
6 369 8401
6 388 5802
6 392 3737
6 396 4629
6 400 667
6 404 294
6 424 5599
6 426 2291
6 445 7007
6 446 7268
6 452 1907
6 457 1206
6 459 9549
6 473 5263
6 474 4547
6 476 8987
6 486 9916
6 489 7141
6 490 8133
6 493 7029
6 498 6237
7 10 2291
7 15 2584
7 23 3787
7 32 8692
7 37 5833
7 48 7767
