55 761
1 2 1701
1 4 9903
1 7 6572
1 8 7837
1 10 7833
1 11 6202
1 13 8239
1 15 8243
1 17 9152
1 23 7091
1 26 3279
1 27 7772
1 29 6472
1 34 955
1 36 9173
1 39 2646
1 40 360
1 41 3185
1 43 9280
1 45 1596
1 47 2260
1 48 6491
2 4 8401
2 10 1899
2 13 2000
2 14 1708
2 17 9744
2 19 3514
2 20 4801
2 21 9000
2 24 2108
2 26 6917
2 28 7129
2 33 2379
2 34 2583
2 36 3532
2 37 6917
2 38 8156
2 40 5172
2 41 7257
2 43 8421
2 46 476
2 47 4162
2 55 9010
3 5 300
3 6 9678
3 10 5620
3 11 5193
3 13 9051
3 16 6316
3 18 3511
3 20 1988
3 23 4619
3 24 3257
3 27 1405
3 28 3388
3 30 6382
3 31 3996
3 32 3631
3 33 5471
3 35 3758
3 36 1507
3 38 5458
3 41 9151
3 42 4969
3 44 3537
3 45 8886
3 46 3399
3 48 9178
3 49 6527
3 50 28
3 52 8314
3 54 4885
3 55 3933
4 7 2381
4 8 4553
4 9 9594
4 11 1159
4 14 4102
4 15 5635
4 19 3338
4 20 4764
4 21 2537
4 23 5645
4 24 3544
4 25 3277
4 26 9140
4 27 1909
4 29 7443
4 30 6997
4 34 4114
4 37 922
4 42 8738
4 43 6474
4 44 4351
4 45 9476
4 47 4721
4 49 8617
5 6 3286
5 8 7391
5 9 3344
5 12 5098
5 15 5724
5 16 1453
5 18 1749
5 20 6912
5 21 6532
5 24 5654
5 29 9723
5 32 3899
5 33 4112
5 34 2035
5 36 9960
5 37 9429
5 39 2003
5 40 405
5 41 2839
5 42 5246
5 43 5633
5 46 9841
5 48 2779
5 49 3663
5 50 5373
5 53 779
5 54 1865
5 55 5188
6 7 9952
6 10 8901
6 11 1116
6 12 6667
6 13 5476
6 16 9110
6 19 4765
6 20 329
6 21 7971
6 23 7248
6 25 7172
6 26 2760
6 29 7909
6 30 14
6 31 1972
6 34 2790
6 37 6053
6 38 7853
6 39 4556
6 47 6266
6 49 8449
6 50 3242
6 52 7550
6 53 6150
6 54 7753
7 8 5925
7 9 5997
7 11 178
7 18 8927
7 22 5406
7 25 7851
7 26 9247
7 29 8123
