500 97338
1 2 4372
1 3 1805
1 4 2033
1 5 4874
1 6 9229
1 7 5973
1 8 3374
1 10 4076
1 11 9248
1 13 3987
1 15 5016
1 16 2463
1 17 7714
1 18 8779
1 20 8025
1 21 2154
1 22 2147
1 23 7562
1 24 5495
1 25 9998
1 26 6960
1 27 5645
1 29 8501
1 30 2087
1 32 1032
1 34 9716
1 36 8656
1 39 9440
1 40 2390
1 41 9576
1 43 9581
1 44 281
1 45 7615
1 46 9131
1 47 3290
1 48 1990
1 49 4739
1 50 3492
1 52 2342
1 56 7697
1 57 7684
1 61 4567
1 62 7432
1 63 3142
1 65 1790
1 66 225
1 67 9899
1 70 9757
1 72 8459
1 73 7940
1 74 3106
1 75 2970
1 77 8288
1 78 324
1 79 3185
1 80 1944
1 81 8729
1 84 1560
1 86 9249
1 87 6460
1 88 5719
1 89 7862
1 90 9817
1 91 8491
1 92 8029
1 93 3730
1 94 626
1 96 8416
1 99 2447
1 100 8252
1 101 1689
1 102 5146
1 103 2049
1 104 6570
1 105 2383
1 107 3653
1 108 8745
1 109 9747
1 110 7907
1 111 3339
1 113 7686
1 114 5041
1 115 8616
1 116 169
1 117 5740
1 118 8906
1 119 1159
1 120 2364
1 121 6199
1 122 5698
1 123 5730
1 124 9797
1 125 788
1 126 3129
1 127 8384
1 128 7351
1 129 2750
1 130 11
1 132 1544
1 133 7514
1 134 9359
1 135 4534
1 136 1431
1 137 9464
1 138 3412
1 139 444
1 140 2933
1 141 6313
1 142 4813
1 143 2922
1 144 3095
1 145 9891
1 146 7683
1 147 507
1 149 8504
1 150 1463
1 151 2999
1 152 7477
1 153 5034
1 154 4839
1 155 2926
1 157 5509
1 159 8319
1 160 7102
1 161 2735
1 163 2212
1 164 9242
1 165 6543
1 166 5704
1 167 9565
1 170 193
1 171 2890
1 173 801
1 175 5808
1 176 9719
1 177 629
1 179 8704
1 180 6414
1 181 5384
1 182 4397
1 183 702
1 185 3352
1 186 9241
1 190 8085
1 193 3156
1 194 8864
1 196 6704
1 197 7370
1 198 747
1 199 6629
1 200 9422
1 201 6693
1 202 1214
1 203 4621
1 205 3411
1 207 4277
1 211 5852
1 212 2139
1 213 338
1 214 1760
1 215 2050
1 216 2355
1 217 2216
1 218 4016
1 220 174
1 221 8962
1 222 4861
1 224 4414
1 226 9061
1 227 2512
1 228 4467
1 230 5574
1 235 1839
1 236 4398
1 238 5553
1 239 7911
1 240 3833
1 241 8765
1 242 2976
1 243 9590
1 244 4421
1 245 1482
1 246 5627
1 247 6268
1 248 461
1 249 980
1 252 7321
1 253 6094
1 254 8834
1 255 7780
1 256 8792
1 257 6383
1 258 8080
1 259 7505
1 260 9402
1 261 3837
1 262 2340
1 263 3727
1 264 4565
1 265 5974
1 266 5096
1 267 2000
1 268 2509
1 269 9727
1 271 2105
1 273 3158
1 274 3339
1 275 4472
1 276 2971
1 277 272
1 278 4073
1 279 9916
1 280 2238
1 281 5760
1 282 8129
1 283 5278
1 284 3519
1 285 8372
1 286 5076
1 289 2628
1 292 5963
1 293 5075
1 294 4399
1 296 5230
1 299 1455
1 300 4615
1 301 3524
1 302 9089
1 303 2622
1 304 3661
1 305 455
1 306 5812
1 307 3817
1 308 6473
1 309 6113
1 311 9053
1 312 9683
1 314 2587
1 316 7441
1 319 8798
1 321 5552
1 322 2130
1 323 5590
1 324 4955
1 325 4580
1 326 5424
1 328 9375
1 329 8223
1 330 9241
1 332 5721
1 333 3281
1 334 1296
1 335 2948
1 336 8571
1 337 8225
1 338 5389
1 339 5302
1 340 3289
1 341 3717
1 342 4112
1 343 7919
1 345 9682
1 346 7103
1 347 6889
1 348 7843
1 349 6310
1 350 6750
1 351 6835
1 352 5658
1 353 8732
1 355 1932
1 356 6303
1 357 3779
1 359 420
1 360 2737
1 361 2078
1 362 2105
1 363 6529
1 364 1099
1 365 5528
1 366 2428
1 367 8704
1 368 6550
1 370 182
1 371 409
1 372 9383
1 374 4245
1 375 8802
1 376 1018
1 377 579
1 378 1509
1 379 3585
1 380 6958
1 381 8797
1 382 9611
1 383 1877
1 384 3836
1 386 728
1 387 9120
1 388 7022
1 391 5797
1 392 3155
1 393 7801
1 395 2486
1 396 5571
1 398 5529
1 399 4937
1 400 9119
1 401 8880
1 402 3490
1 405 4292
1 406 2957
1 407 5758
1 408 408
1 409 3635
1 412 2531
1 414 5296
1 415 9537
1 416 2713
1 417 7588
1 418 5230
1 420 812
1 421 4350
1 422 7612
1 423 4501
1 424 9482
1 425 2414
1 426 6892
1 427 946
1 428 6754
1 429 3183
1 431 7840
1 432 3320
1 433 9140
1 434 5526
1 435 3536
1 436 757
1 439 2065
1 441 892
1 442 4916
1 443 743
1 444 2485
1 445 2620
1 446 2939
1 448 4205
1 449 254
1 451 4290
1 452 2596
1 453 4495
1 454 5414
1 455 7643
1 456 2609
1 457 1604
1 458 8885
1 459 6233
1 460 5744
1 461 4631
1 462 8003
1 464 2267
1 465 4837
1 467 7356
1 468 2253
1 469 4937
1 470 4353
1 471 1275
1 472 7997
