500 29928
1 2 4372
1 7 1805
1 8 2033
1 11 4874
1 17 9229
1 23 5973
1 27 3374
1 39 4076
1 40 9248
1 41 3987
1 57 5016
1 63 2463
1 67 7714
1 70 8779
1 73 8025
1 77 2154
1 79 2147
1 87 7562
1 89 5495
1 90 9998
1 93 6960
1 94 5645
1 110 8501
1 115 2087
1 118 1032
1 121 9716
1 128 8656
1 129 9440
1 143 2390
1 147 9576
1 149 9581
1 150 281
1 153 7615
1 159 9131
1 164 3290
1 165 1990
1 167 4739
1 170 3492
1 176 2342
1 185 7697
1 186 7684
1 193 4567
1 200 7432
1 201 3142
1 205 1790
1 212 225
1 214 9899
1 227 9757
1 230 8459
1 235 7940
1 238 3106
1 245 2970
1 246 8288
1 247 324
1 248 3185
1 249 1944
1 252 8729
1 260 1560
1 262 9249
1 266 6460
1 267 5719
1 284 7862
1 294 9817
1 302 8491
1 304 8029
1 305 3730
1 307 626
1 308 8416
1 309 2447
1 311 8252
1 312 1689
1 314 5146
1 321 2049
1 325 6570
1 328 2383
1 333 3653
1 342 8745
1 347 9747
1 355 7907
1 356 3339
1 362 7686
1 364 5041
1 367 8616
1 376 169
1 377 5740
1 380 8906
1 384 1159
1 399 2364
1 400 6199
1 406 5698
1 408 5730
1 417 9797
1 418 788
1 424 3129
1 428 8384
1 433 7351
1 436 2750
1 439 11
1 453 1544
1 459 7514
1 462 9359
1 465 4534
1 467 1431
1 475 9464
1 476 3412
1 485 444
1 496 2933
1 498 6313
1 499 4813
2 4 2922
2 5 3095
2 11 9891
2 13 7683
2 16 507
2 19 8504
2 34 1463
2 40 2999
2 42 7477
2 49 5034
2 52 4839
2 54 2926
2 55 5509
2 61 8319
2 74 7102
2 75 2735
2 76 2212
2 77 9242
2 78 6543
2 88 5704
2 95 9565
2 96 193
2 97 2890
2 99 801
2 101 5808
2 102 9719
2 103 629
2 105 8704
2 106 6414
2 107 5384
2 108 4397
2 110 702
2 111 3352
2 115 9241
2 118 8085
2 120 3156
2 121 8864
2 123 6704
2 126 7370
2 127 747
2 139 6629
2 143 9422
2 144 6693
2 145 1214
2 146 4621
2 147 3411
2 148 4277
2 151 5852
2 157 2139
2 161 338
2 164 1760
2 169 2050
2 177 2355
2 181 2216
2 187 4016
2 189 174
2 193 8962
2 194 4861
2 204 4414
2 207 9061
2 209 2512
2 210 4467
2 213 5574
2 214 1839
2 217 4398
2 218 5553
2 220 7911
2 227 3833
2 228 8765
2 229 2976
2 231 9590
2 232 4421
2 234 1482
2 236 5627
2 238 6268
2 247 461
2 251 980
2 255 7321
2 258 6094
2 264 8834
2 269 7780
2 270 8792
2 271 6383
2 290 8080
2 291 7505
2 296 9402
2 304 3837
2 307 2340
2 308 3727
2 315 4565
2 329 5974
2 330 5096
2 333 2000
2 334 2509
2 335 9727
2 341 2105
2 342 3158
2 343 3339
2 346 4472
2 348 2971
2 354 272
2 361 4073
2 368 9916
2 369 2238
2 380 5760
2 381 8129
2 391 5278
2 399 3519
2 406 8372
2 413 5076
2 415 2628
2 425 5963
2 428 5075
2 429 4399
2 430 5230
2 431 1455
2 437 4615
2 440 3524
2 445 9089
2 446 2622
2 448 3661
2 450 455
2 454 5812
2 455 3817
2 457 6473
2 458 6113
2 461 9053
2 465 9683
2 469 2587
2 470 7441
2 471 8798
2 474 5552
2 475 2130
2 485 5590
2 495 4955
2 499 4580
3 5 5424
3 7 9375
3 8 8223
3 12 9241
3 13 5721
3 20 3281
3 23 1296
3 38 2948
3 53 8571
3 57 8225
3 62 5389
3 76 5302
3 77 3289
3 80 3717
3 81 4112
3 84 7919
3 94 9682
3 100 7103
3 103 6889
3 104 7843
3 106 6310
3 108 6750
3 116 6835
3 119 5658
3 123 8732
3 124 1932
3 133 6303
3 135 3779
3 137 420
3 141 2737
3 142 2078
3 150 2105
3 153 6529
3 161 1099
3 162 5528
3 165 2428
3 167 8704
3 170 6550
3 173 182
3 174 409
3 175 9383
3 180 4245
3 183 8802
3 188 1018
3 189 579
3 194 1509
3 197 3585
3 204 6958
3 212 8797
3 218 9611
3 223 1877
3 233 3836
3 234 728
3 245 9120
3 255 7022
3 259 5797
3 261 3155
3 264 7801
3 265 2486
3 267 5571
3 269 5529
3 270 4937
3 276 9119
3 280 8880
3 286 3490
3 289 4292
3 290 2957
3 295 5758
3 298 408
3 303 3635
3 318 2531
3 319 5296
3 321 9537
3 328 2713
3 332 7588
3 333 5230
3 338 812
3 342 4350
3 343 7612
3 346 4501
3 347 9482
3 348 2414
3 356 6892
3 359 946
3 360 6754
3 364 3183
3 371 7840
3 375 3320
3 377 9140
3 383 5526
3 384 3536
3 386 757
3 396 2065
3 399 892
3 404 4916
3 406 743
3 409 2485
3 415 2620
3 417 2939
3 421 4205
3 427 254
3 429 4290
3 431 2596
3 433 4495
3 434 5414
3 440 7643
3 444 2609
3 445 1604
3 454 8885
3 465 6233
3 467 5744
3 468 4631
3 472 8003
3 473 2267
3 474 4837
3 481 7356
3 487 2253
3 488 4937
3 489 4353
3 493 1275
3 499 7997
4 8 4076
4 13 6699
4 16 8513
4 23 4848
4 24 7429
4 31 1637
4 37 3611
4 40 7435
4 42 152
4 46 3392
4 56 8389
4 58 3683
4 59 1950
4 64 9824
4 66 7911
4 71 9502
4 75 5951
4 82 7651
4 84 5352
4 87 9940
4 89 2147
4 100 3637
4 101 2069
4 110 4251
4 117 7692
4 119 7196
4 121 7406
4 124 5010
4 130 6837
4 132 3556
4 141 2176
4 143 8378
4 144 5964
4 148 799
4 149 8255
4 151 9285
4 154 6263
4 160 3944
4 161 628
4 164 1651
4 166 8246
4 171 6623
4 176 9704
4 177 6224
4 188 2197
4 195 8973
4 196 4413
4 210 9956
4 214 8023
4 218 4852
4 220 3195
4 223 1166
4 224 8523
4 225 445
4 233 9856
4 236 8933
4 246 5540
4 251 3102
4 252 9055
4 253 9592
4 254 378
4 257 6839
4 260 7859
4 262 812
4 264 5753
4 270 5726
4 273 7334
4 282 8180
4 283 3312
4 285 7779
4 292 3182
4 308 1674
4 310 2968
4 313 6942
4 321 212
4 327 4836
4 329 8687
4 347 5825
4 351 563
4 360 6600
4 366 4898
4 372 9110
4 381 9407
4 385 9094
4 387 7780
4 390 8824
4 399 7646
4 401 1767
4 404 8399
4 417 5351
4 418 3405
4 419 5902
4 421 4418
4 422 478
4 424 3208
4 429 6358
4 432 1748
4 433 5845
4 438 5742
4 440 8162
4 444 2581
4 445 1715
4 449 9317
4 454 40
4 455 9902
4 457 9801
4 458 320
4 468 7347
4 469 6327
4 472 8532
4 477 1426
4 481 358
4 487 6257
4 488 4725
