500 104925
1 2 4372
1 3 1805
1 4 2033
1 5 4874
1 6 9229
1 7 5973
1 8 3374
1 9 4076
1 10 9248
1 11 3987
1 13 5016
1 14 2463
1 15 7714
1 16 8779
1 17 8025
1 18 2154
1 20 2147
1 21 7562
1 22 5495
1 23 9998
1 24 6960
1 25 5645
1 26 8501
1 27 2087
1 29 1032
1 30 9716
1 32 8656
1 34 9440
1 35 2390
1 36 9576
1 39 9581
1 40 281
1 41 7615
1 43 9131
1 44 3290
1 45 1990
1 46 4739
1 47 3492
1 48 2342
1 49 7697
1 50 7684
1 52 4567
1 56 7432
1 57 3142
1 61 1790
1 62 225
1 63 9899
1 64 9757
1 65 8459
1 66 7940
1 67 3106
1 70 2970
1 71 8288
1 72 324
1 73 3185
1 74 1944
1 75 8729
1 77 1560
1 78 9249
1 79 6460
1 80 5719
1 81 7862
1 84 9817
1 86 8491
1 87 8029
1 88 3730
1 89 626
1 90 8416
1 91 2447
1 92 8252
1 93 1689
1 94 5146
1 96 2049
1 99 6570
1 100 2383
1 101 3653
1 102 8745
1 103 9747
1 104 7907
1 105 3339
1 107 7686
1 108 5041
1 109 8616
1 110 169
1 111 5740
1 113 8906
1 114 1159
1 115 2364
1 116 6199
1 117 5698
1 118 5730
1 119 9797
1 120 788
1 121 3129
1 122 8384
1 123 7351
1 124 2750
1 125 11
1 126 1544
1 127 7514
1 128 9359
1 129 4534
1 130 1431
1 132 9464
1 133 3412
1 134 444
1 135 2933
1 136 6313
1 137 4813
1 138 2922
1 139 3095
1 140 9891
1 141 7683
1 142 507
1 143 8504
1 144 1463
1 145 2999
1 146 7477
1 147 5034
1 148 4839
1 149 2926
1 150 5509
1 151 8319
1 152 7102
1 153 2735
1 154 2212
1 155 9242
1 156 6543
1 157 5704
1 159 9565
1 160 193
1 161 2890
1 163 801
1 164 5808
1 165 9719
1 166 629
1 167 8704
1 168 6414
1 169 5384
1 170 4397
1 171 702
1 172 3352
1 173 9241
1 174 8085
1 175 3156
1 176 8864
1 177 6704
1 178 7370
1 179 747
1 180 6629
1 181 9422
1 182 6693
1 183 1214
1 185 4621
1 186 3411
1 190 4277
1 193 5852
1 194 2139
1 195 338
1 196 1760
1 197 2050
1 198 2355
1 199 2216
1 200 4016
1 201 174
1 202 8962
1 203 4861
1 204 4414
1 205 9061
1 207 2512
1 211 4467
1 212 5574
1 213 1839
1 214 4398
1 215 5553
1 216 7911
1 217 3833
1 218 8765
1 220 2976
1 221 9590
1 222 4421
1 224 1482
1 225 5627
1 226 6268
1 227 461
1 228 980
1 229 7321
1 230 6094
1 231 8834
1 233 7780
1 234 8792
1 235 6383
1 236 8080
1 238 7505
1 239 9402
1 240 3837
1 241 2340
1 242 3727
1 243 4565
1 244 5974
1 245 5096
1 246 2000
1 247 2509
1 248 9727
1 249 2105
1 252 3158
1 253 3339
1 254 4472
1 255 2971
1 256 272
1 257 4073
1 258 9916
1 259 2238
1 260 5760
1 261 8129
1 262 5278
1 263 3519
1 264 8372
1 265 5076
1 266 2628
1 267 5963
1 268 5075
1 269 4399
1 270 5230
1 271 1455
1 272 4615
1 273 3524
1 274 9089
1 275 2622
1 276 3661
1 277 455
1 278 5812
1 279 3817
1 280 6473
1 281 6113
1 282 9053
1 283 9683
1 284 2587
1 285 7441
1 286 8798
1 289 5552
1 291 2130
1 292 5590
1 293 4955
1 294 4580
1 295 5424
1 296 9375
1 298 8223
1 299 9241
1 300 5721
1 301 3281
1 302 1296
1 303 2948
1 304 8571
1 305 8225
1 306 5389
1 307 5302
1 308 3289
1 309 3717
1 311 4112
1 312 7919
1 314 9682
1 316 7103
1 317 6889
1 319 7843
1 320 6310
1 321 6750
1 322 6835
1 323 5658
1 324 8732
1 325 1932
1 326 6303
1 328 3779
1 329 420
1 330 2737
1 331 2078
1 332 2105
1 333 6529
1 334 1099
1 335 5528
1 336 2428
1 337 8704
1 338 6550
1 339 182
1 340 409
1 341 9383
1 342 4245
1 343 8802
1 345 1018
1 346 579
1 347 1509
1 348 3585
1 349 6958
1 350 8797
1 351 9611
1 352 1877
1 353 3836
1 355 728
1 356 9120
1 357 7022
1 359 5797
1 360 3155
1 361 7801
1 362 2486
1 363 5571
1 364 5529
1 365 4937
1 366 9119
1 367 8880
1 368 3490
1 370 4292
1 371 2957
1 372 5758
1 374 408
1 375 3635
1 376 2531
1 377 5296
1 378 9537
1 379 2713
1 380 7588
1 381 5230
1 382 812
1 383 4350
1 384 7612
1 386 4501
1 387 9482
1 388 2414
1 389 6892
1 390 946
1 391 6754
1 392 3183
1 393 7840
1 395 3320
1 396 9140
1 398 5526
1 399 3536
1 400 757
1 401 2065
1 402 892
1 405 4916
1 406 743
1 407 2485
1 408 2620
1 409 2939
1 412 4205
1 414 254
1 415 4290
1 416 2596
1 417 4495
1 418 5414
1 419 7643
1 420 2609
1 421 1604
1 422 8885
1 423 6233
1 424 5744
1 425 4631
1 426 8003
1 427 2267
1 428 4837
1 429 7356
1 431 2253
1 432 4937
1 433 4353
1 434 1275
1 435 7997
