500 37415
1 2 4372
1 7 1805
1 8 2033
1 10 4874
1 11 9229
1 17 5973
1 23 3374
1 27 4076
1 39 9248
1 40 3987
1 41 5016
1 57 2463
1 63 7714
1 66 8779
1 67 8025
1 70 2154
1 73 2147
1 74 7562
1 77 5495
1 79 9998
1 87 6960
1 89 5645
1 90 8501
1 93 2087
1 94 1032
1 110 9716
1 115 8656
1 118 9440
1 121 2390
1 128 9576
1 129 9581
1 132 281
1 143 7615
1 147 9131
1 149 3290
1 150 1990
1 153 4739
1 159 3492
1 164 2342
1 165 7697
1 167 7684
1 170 4567
1 171 7432
1 176 3142
1 177 1790
1 179 225
1 185 9899
1 186 9757
1 193 8459
1 198 7940
1 200 3106
1 201 2970
1 203 8288
1 205 324
1 212 3185
1 214 1944
1 215 8729
1 222 1560
1 227 9249
1 230 6460
1 235 5719
1 238 7862
1 239 9817
1 240 8491
1 245 8029
1 246 3730
1 247 626
1 248 8416
1 249 2447
1 252 8252
1 260 1689
1 262 5146
1 266 2049
1 267 6570
1 281 2383
1 284 3653
1 292 8745
1 294 9747
1 302 7907
1 304 3339
1 305 7686
1 307 5041
1 308 8616
1 309 169
1 311 5740
1 312 8906
1 314 1159
1 321 2364
1 325 6199
1 328 5698
1 332 5730
1 333 9797
1 334 788
1 342 3129
1 347 8384
1 355 7351
1 356 2750
1 362 11
1 363 1544
1 364 7514
1 367 9359
1 370 4534
1 375 1431
1 376 9464
1 377 3412
1 380 444
1 384 2933
1 399 6313
1 400 4813
1 405 2922
1 406 3095
1 407 9891
1 408 7683
1 412 507
1 417 8504
1 418 1463
1 420 2999
1 424 7477
1 428 5034
1 433 4839
1 434 2926
1 436 5509
1 439 8319
1 444 7102
1 448 2735
1 453 2212
1 459 9242
1 462 6543
1 465 5704
1 467 9565
1 475 193
1 476 2890
1 482 801
1 485 5808
1 487 9719
1 496 629
1 497 8704
1 498 6414
1 499 5384
2 4 4397
2 5 702
2 11 3352
2 13 9241
2 16 8085
2 17 3156
2 19 8864
2 29 6704
2 34 7370
2 40 747
2 42 6629
2 49 9422
2 52 6693
2 54 1214
2 55 4621
2 61 3411
2 74 4277
2 75 5852
2 76 2139
2 77 338
2 78 1760
2 88 2050
2 95 2355
2 96 2216
2 97 4016
2 99 174
2 101 8962
2 102 4861
2 103 4414
2 105 9061
2 106 2512
2 107 4467
2 108 5574
2 110 1839
2 111 4398
2 115 5553
2 118 7911
2 120 3833
2 121 8765
2 123 2976
2 126 9590
2 127 4421
2 129 1482
2 134 5627
2 135 6268
2 139 461
2 143 980
2 144 7321
2 145 6094
2 146 8834
2 147 7780
2 148 8792
2 151 6383
2 157 8080
2 161 7505
2 162 9402
2 164 3837
2 169 2340
2 177 3727
2 180 4565
2 181 5974
2 187 5096
2 189 2000
2 193 2509
2 194 9727
2 204 2105
2 207 3158
2 209 3339
2 210 4472
2 212 2971
2 213 272
2 214 4073
2 217 9916
2 218 2238
2 220 5760
2 227 8129
2 228 5278
2 229 3519
2 231 8372
2 232 5076
2 234 2628
2 236 5963
2 238 5075
2 247 4399
2 251 5230
2 255 1455
2 258 4615
2 264 3524
2 269 9089
2 270 2622
2 271 3661
2 288 455
2 290 5812
2 291 3817
2 293 6473
2 296 6113
2 298 9053
2 303 9683
2 304 2587
2 305 7441
2 307 8798
2 308 5552
2 315 2130
2 322 5590
2 326 4955
2 327 4580
2 329 5424
2 330 9375
2 333 8223
2 334 9241
2 335 5721
2 341 3281
2 342 1296
2 343 2948
2 346 8571
2 348 8225
2 350 5389
2 353 5302
2 354 3289
2 360 3717
2 361 4112
2 367 7919
2 368 9682
2 369 7103
2 380 6889
2 381 7843
2 391 6310
2 399 6750
2 403 6835
2 406 5658
2 413 8732
2 415 1932
2 419 6303
2 424 3779
2 425 420
2 426 2737
2 428 2078
2 429 2105
2 430 6529
2 431 1099
2 437 5528
2 438 2428
2 440 8704
2 441 6550
2 443 182
2 445 409
2 446 9383
2 448 4245
2 450 8802
2 454 1018
2 455 579
2 457 1509
2 458 3585
2 461 6958
2 465 8797
2 468 9611
2 469 1877
2 470 3836
2 471 728
2 474 9120
2 475 7022
2 479 5797
2 485 3155
2 495 7801
2 499 2486
3 5 5571
3 6 5529
3 7 4937
3 8 9119
3 12 8880
3 13 3490
3 20 4292
3 23 2957
3 35 5758
3 37 408
3 38 3635
3 43 2531
3 53 5296
3 57 9537
3 62 2713
3 76 7588
3 77 5230
3 80 812
3 81 4350
3 83 7612
3 84 4501
3 94 9482
3 99 2414
3 100 6892
3 103 946
3 104 6754
3 106 3183
3 108 7840
3 109 3320
3 116 9140
3 119 5526
3 123 3536
3 124 757
3 133 2065
3 135 892
3 137 4916
3 141 743
3 142 2485
3 146 2620
3 150 2939
3 151 4205
3 153 254
3 161 4290
3 162 2596
3 165 4495
3 167 5414
3 170 7643
3 173 2609
3 174 1604
3 175 8885
3 180 6233
3 183 5744
3 184 4631
3 185 8003
3 188 2267
3 189 4837
3 192 7356
3 194 2253
3 197 4937
3 204 4353
3 209 1275
3 212 7997
3 218 4076
3 223 6699
3 233 8513
3 234 4848
3 244 7429
3 245 1637
3 251 3611
3 255 7435
3 259 152
3 261 3392
3 264 8389
3 265 3683
3 267 1950
3 269 9824
3 270 7911
3 276 9502
3 277 5951
3 280 7651
3 284 5352
3 286 9940
3 289 2147
3 290 3637
3 295 2069
3 298 4251
3 303 7692
3 305 7196
3 314 7406
3 318 5010
3 319 6837
3 321 3556
3 328 2176
3 332 8378
3 333 5964
3 338 799
3 342 8255
3 343 9285
3 346 6263
3 347 3944
3 348 628
3 354 1651
3 356 8246
3 357 6623
3 359 9704
3 360 6224
3 364 2197
3 371 8973
3 375 4413
3 377 9956
3 382 8023
3 383 4852
3 384 3195
3 386 1166
3 388 8523
3 396 445
3 399 9856
3 404 8933
3 406 5540
3 409 3102
3 412 9055
3 415 9592
3 417 378
3 421 6839
3 427 7859
3 429 812
3 431 5753
3 433 5726
3 434 7334
3 440 8180
3 444 3312
3 445 7779
3 454 3182
3 457 1674
3 459 2968
3 465 6942
3 467 212
3 468 4836
3 471 8687
3 472 5825
3 473 563
3 474 6600
3 476 4898
3 481 9110
3 486 9407
3 487 9094
3 488 7780
3 489 8824
3 493 7646
3 499 1767
4 8 8399
4 13 5351
4 16 3405
4 19 5902
4 23 4418
4 24 478
4 30 3208
4 31 6358
4 36 1748
4 37 5845
4 39 5742
4 40 8162
4 42 2581
4 46 1715
4 51 9317
4 56 40
4 57 9902
4 58 9801
4 59 320
4 64 7347
4 66 6327
4 68 8532
4 69 1426
4 71 358
4 75 6257
4 81 4725
